date,department_id,department_name,priority,tickets_created,tickets_closed,sla_breached_tickets,sla_breach_rate,avg_first_response_hours,avg_resolution_hours,avg_satisfaction_score
2025-12-01,dep_01,technical support,medium,6,6,1,0.17,14.01,26.90,4.45
2025-12-01,dep_02,billing support,high,4,3,1,0.25,4.75,1093.96,4.57
2025-12-01,dep_02,billing support,low,6,6,1,0.17,30.24,61.19,4.53
2025-12-01,dep_02,billing support,medium,7,7,1,0.14,13.33,34.70,4.79
2025-12-01,dep_03,customer success,high,4,4,0,0.00,5.47,7.16,4.55
2025-12-01,dep_03,customer success,low,7,6,1,0.14,43.87,666.76,4.45
2025-12-01,dep_03,customer success,medium,2,2,1,0.50,8.93,43.05,3.90
2025-12-01,dep_04,trust and safety,high,1,1,1,1.00,8.27,28.60,3.20
2025-12-01,dep_04,trust and safety,medium,1,1,1,1.00,29.71,61.36,3.10
2025-12-01,dep_05,platform operations,low,1,1,0,0.00,12.47,63.43,4.70
2025-12-01,dep_05,platform operations,medium,2,2,2,1.00,33.94,71.34,3.55
2025-12-02,dep_01,technical support,critical,1,1,0,0.00,0.80,7.26,4.80
2025-12-02,dep_01,technical support,high,4,4,2,0.50,5.68,18.65,3.65
2025-12-02,dep_01,technical support,low,4,4,0,0.00,36.27,48.90,4.83
2025-12-02,dep_01,technical support,medium,2,1,1,0.50,15.24,2187.86,4.20
2025-12-02,dep_02,billing support,low,3,3,0,0.00,21.67,41.84,4.47
2025-12-02,dep_02,billing support,medium,4,4,0,0.00,9.98,22.15,4.60
2025-12-02,dep_03,customer success,critical,1,1,1,1.00,1.58,12.28,3.20
2025-12-02,dep_03,customer success,high,3,3,1,0.33,5.30,19.04,3.87
2025-12-02,dep_03,customer success,low,3,3,0,0.00,16.90,40.50,4.67
2025-12-02,dep_03,customer success,medium,2,2,0,0.00,17.95,25.05,4.75
2025-12-02,dep_04,trust and safety,low,1,1,0,0.00,26.13,77.09,4.10
2025-12-02,dep_05,platform operations,low,1,1,0,0.00,39.62,89.89,4.50
2025-12-02,dep_05,platform operations,medium,2,2,1,0.50,22.23,39.89,4.25
2025-12-03,dep_01,technical support,critical,1,1,0,0.00,1.23,1.99,4.30
2025-12-03,dep_01,technical support,high,2,2,1,0.50,6.84,18.18,3.85
2025-12-03,dep_01,technical support,low,5,4,1,0.20,33.77,903.20,4.47
2025-12-03,dep_01,technical support,medium,6,5,2,0.33,19.78,744.05,4.38
2025-12-03,dep_02,billing support,critical,1,1,0,0.00,0.70,2.28,4.70
2025-12-03,dep_02,billing support,high,2,2,1,0.50,5.37,14.32,3.90
2025-12-03,dep_02,billing support,low,1,1,0,0.00,13.03,30.70,4.90
2025-12-03,dep_02,billing support,medium,5,5,0,0.00,13.52,23.65,4.64
2025-12-03,dep_03,customer success,high,1,1,0,0.00,3.67,7.24,4.20
2025-12-03,dep_03,customer success,low,1,1,1,1.00,44.51,157.19,3.40
2025-12-03,dep_03,customer success,medium,5,5,2,0.40,21.40,39.12,4.40
2025-12-03,dep_04,trust and safety,critical,1,1,0,0.00,1.42,7.30,4.60
2025-12-03,dep_04,trust and safety,low,2,2,1,0.50,70.02,98.75,4.10
2025-12-03,dep_05,platform operations,critical,1,1,1,1.00,1.59,8.06,2.80
2025-12-03,dep_05,platform operations,low,1,1,0,0.00,36.95,38.29,4.60
2025-12-03,dep_05,platform operations,medium,5,5,3,0.60,25.26,78.83,3.90
2025-12-04,dep_01,technical support,low,3,2,1,0.33,36.41,1461.76,4.85
2025-12-04,dep_01,technical support,medium,3,3,0,0.00,18.21,27.61,4.87
2025-12-04,dep_02,billing support,high,2,2,0,0.00,5.03,11.05,4.60
2025-12-04,dep_02,billing support,low,6,6,0,0.00,25.25,52.01,4.75
2025-12-04,dep_02,billing support,medium,2,1,1,0.50,11.43,2166.27,4.00
2025-12-04,dep_03,customer success,high,2,2,0,0.00,4.34,9.54,4.45
2025-12-04,dep_03,customer success,low,2,2,0,0.00,20.68,22.89,4.75
2025-12-04,dep_03,customer success,medium,2,2,0,0.00,10.61,28.40,4.25
2025-12-04,dep_05,platform operations,high,1,1,0,0.00,18.06,18.56,4.50
2025-12-04,dep_05,platform operations,low,3,3,1,0.33,43.71,93.82,4.27
2025-12-04,dep_05,platform operations,medium,4,4,1,0.25,11.84,55.19,4.22
2025-12-05,dep_01,technical support,high,1,1,0,0.00,2.65,10.29,4.50
2025-12-05,dep_01,technical support,low,3,3,0,0.00,24.37,40.82,4.93
2025-12-05,dep_01,technical support,medium,6,6,1,0.17,13.10,25.98,4.15
2025-12-05,dep_02,billing support,high,1,1,0,0.00,5.92,6.42,4.70
2025-12-05,dep_02,billing support,low,1,1,0,0.00,12.79,13.29,4.30
2025-12-05,dep_02,billing support,medium,2,2,0,0.00,19.21,19.71,4.55
2025-12-05,dep_03,customer success,high,1,1,1,1.00,6.71,15.86,3.80
2025-12-05,dep_03,customer success,low,1,1,0,0.00,19.71,61.54,4.30
2025-12-05,dep_03,customer success,medium,3,3,1,0.33,11.75,30.55,4.70
2025-12-05,dep_04,trust and safety,medium,1,1,0,0.00,9.10,34.85,4.90
2025-12-05,dep_05,platform operations,low,2,2,0,0.00,30.83,56.31,4.50
2025-12-05,dep_05,platform operations,medium,5,4,2,0.40,31.16,890.03,4.15
2025-12-06,dep_01,technical support,critical,1,0,1,1.00,1.63,4236.23,0.00
2025-12-06,dep_01,technical support,high,1,0,1,1.00,2.82,4237.68,0.00
2025-12-06,dep_01,technical support,low,1,1,0,0.00,18.15,29.72,4.70
2025-12-06,dep_01,technical support,medium,2,2,0,0.00,11.56,25.93,4.65
2025-12-06,dep_02,billing support,low,1,1,0,0.00,19.64,20.14,5.00
2025-12-06,dep_02,billing support,medium,3,3,0,0.00,10.75,19.59,4.63
2025-12-06,dep_03,customer success,low,2,2,0,0.00,36.09,58.38,4.65
2025-12-06,dep_04,trust and safety,medium,1,1,0,0.00,39.62,44.65,4.00
2025-12-06,dep_05,platform operations,critical,1,1,1,1.00,1.72,20.40,3.40
2025-12-07,dep_01,technical support,critical,1,1,0,0.00,0.91,7.62,5.00
2025-12-07,dep_01,technical support,low,2,2,0,0.00,30.48,33.45,4.80
2025-12-07,dep_01,technical support,medium,5,5,1,0.20,13.75,38.64,4.54
2025-12-07,dep_02,billing support,high,3,3,0,0.00,3.61,13.74,4.30
2025-12-07,dep_02,billing support,medium,1,1,0,0.00,17.25,46.15,3.90
2025-12-07,dep_03,customer success,low,1,1,0,0.00,26.85,34.80,5.00
2025-12-07,dep_03,customer success,medium,1,1,0,0.00,10.59,14.69,5.00
2025-12-07,dep_04,trust and safety,low,1,1,0,0.00,53.76,54.26,4.40
2025-12-08,dep_01,technical support,critical,1,1,1,1.00,0.95,14.02,3.50
2025-12-08,dep_01,technical support,high,2,2,0,0.00,3.08,6.67,4.65
2025-12-08,dep_01,technical support,low,7,7,1,0.14,33.12,52.69,4.24
2025-12-08,dep_01,technical support,medium,7,7,1,0.14,13.42,35.48,4.61
2025-12-08,dep_02,billing support,high,2,2,1,0.50,5.10,14.14,3.95
2025-12-08,dep_02,billing support,medium,1,1,0,0.00,10.48,20.98,4.60
2025-12-08,dep_03,customer success,critical,2,0,2,1.00,1.27,4190.02,0.00
2025-12-08,dep_03,customer success,high,2,2,0,0.00,3.46,6.88,4.90
2025-12-08,dep_03,customer success,low,2,1,1,0.50,20.54,2113.75,4.80
2025-12-08,dep_03,customer success,medium,4,4,2,0.50,13.78,40.58,3.85
2025-12-08,dep_04,trust and safety,low,1,1,0,0.00,25.28,95.94,4.00
2025-12-08,dep_05,platform operations,high,1,1,1,1.00,6.41,23.91,3.00
2025-12-08,dep_05,platform operations,low,3,3,1,0.33,36.91,73.03,4.50
2025-12-08,dep_05,platform operations,medium,2,2,1,0.50,24.73,49.30,3.30
2025-12-09,dep_01,technical support,critical,1,1,1,1.00,1.40,13.63,2.60
2025-12-09,dep_01,technical support,high,3,3,1,0.33,4.71,15.82,3.73
2025-12-09,dep_01,technical support,low,3,3,0,0.00,22.48,37.11,4.73
2025-12-09,dep_01,technical support,medium,3,3,1,0.33,16.07,40.89,4.23
2025-12-09,dep_02,billing support,critical,1,1,0,0.00,0.92,4.00,4.90
2025-12-09,dep_02,billing support,low,1,1,0,0.00,39.17,39.67,4.30
2025-12-09,dep_02,billing support,medium,2,2,0,0.00,10.46,20.74,4.60
2025-12-09,dep_03,customer success,critical,1,1,0,0.00,1.00,4.30,4.80
2025-12-09,dep_03,customer success,high,1,1,0,0.00,3.80,9.18,4.60
2025-12-09,dep_03,customer success,low,1,1,0,0.00,32.06,45.26,4.30
2025-12-09,dep_03,customer success,medium,2,2,0,0.00,15.18,15.68,4.65
2025-12-09,dep_04,trust and safety,low,1,1,0,0.00,49.02,49.52,4.30
2025-12-09,dep_04,trust and safety,medium,2,2,1,0.50,31.79,61.98,3.85
2025-12-09,dep_05,platform operations,medium,1,1,0,0.00,23.20,34.83,4.30
2025-12-10,dep_01,technical support,critical,2,2,1,0.50,2.10,6.41,3.50
2025-12-10,dep_01,technical support,high,2,2,1,0.50,2.21,21.84,3.85
2025-12-10,dep_01,technical support,low,1,1,0,0.00,16.64,27.97,4.50
2025-12-10,dep_01,technical support,medium,6,4,2,0.33,9.40,1397.61,4.40
2025-12-10,dep_02,billing support,high,1,1,0,0.00,3.58,13.53,4.30
2025-12-10,dep_02,billing support,low,2,2,1,0.50,16.83,63.94,3.80
2025-12-10,dep_02,billing support,medium,5,5,1,0.20,10.16,20.49,4.56
2025-12-10,dep_03,customer success,medium,1,1,0,0.00,6.95,12.76,4.80
2025-12-10,dep_04,trust and safety,low,1,1,0,0.00,25.55,50.11,5.00
2025-12-10,dep_04,trust and safety,medium,1,1,1,1.00,26.89,81.86,3.50
2025-12-10,dep_05,platform operations,low,1,1,0,0.00,17.60,59.56,4.80
2025-12-10,dep_05,platform operations,medium,1,0,1,1.00,19.81,4139.45,0.00
2025-12-11,dep_01,technical support,high,1,1,0,0.00,3.33,8.57,4.50
2025-12-11,dep_01,technical support,low,5,5,0,0.00,27.86,43.02,4.50
2025-12-11,dep_01,technical support,medium,3,3,0,0.00,9.55,16.32,4.73
2025-12-11,dep_02,billing support,high,3,3,0,0.00,3.63,10.37,4.63
2025-12-11,dep_02,billing support,medium,4,4,0,0.00,9.81,22.25,4.60
2025-12-11,dep_03,customer success,critical,2,2,1,0.50,1.35,8.67,3.35
2025-12-11,dep_03,customer success,high,2,2,0,0.00,2.65,12.28,4.75
2025-12-11,dep_03,customer success,low,1,1,0,0.00,14.51,64.82,5.00
2025-12-11,dep_03,customer success,medium,1,1,1,1.00,10.79,41.44,3.00
2025-12-11,dep_04,trust and safety,low,1,1,0,0.00,24.66,60.05,4.40
2025-12-11,dep_04,trust and safety,medium,1,1,0,0.00,16.89,38.31,4.60
2025-12-11,dep_05,platform operations,high,1,1,1,1.00,14.49,18.91,2.90
2025-12-11,dep_05,platform operations,low,1,1,1,1.00,33.82,129.52,4.30
2025-12-11,dep_05,platform operations,medium,5,5,4,0.80,19.05,51.12,3.90
2025-12-12,dep_01,technical support,high,2,2,1,0.50,7.71,18.81,3.60
2025-12-12,dep_01,technical support,medium,3,3,2,0.67,11.94,73.60,3.60
2025-12-12,dep_02,billing support,high,3,3,1,0.33,3.54,10.39,4.03
2025-12-12,dep_02,billing support,low,3,3,0,0.00,16.38,34.92,4.10
2025-12-12,dep_02,billing support,medium,5,5,0,0.00,13.20,28.82,4.74
2025-12-12,dep_03,customer success,critical,1,1,1,1.00,1.22,15.74,3.00
2025-12-12,dep_03,customer success,high,1,1,0,0.00,2.50,17.59,4.90
2025-12-12,dep_03,customer success,low,1,1,0,0.00,14.72,27.32,4.50
2025-12-12,dep_03,customer success,medium,4,4,1,0.25,12.38,32.37,4.25
2025-12-12,dep_04,trust and safety,low,1,1,0,0.00,19.15,87.76,4.90
2025-12-12,dep_05,platform operations,high,2,2,1,0.50,3.55,33.00,3.40
2025-12-12,dep_05,platform operations,low,1,1,0,0.00,22.89,48.02,4.80
2025-12-12,dep_05,platform operations,medium,5,4,2,0.40,16.97,847.22,4.05
2025-12-13,dep_01,technical support,critical,1,1,1,1.00,0.56,12.18,3.10
2025-12-13,dep_01,technical support,low,2,2,1,0.50,23.26,63.49,4.05
2025-12-13,dep_01,technical support,medium,4,4,1,0.25,15.18,35.84,4.30
2025-12-13,dep_02,billing support,high,2,2,1,0.50,4.55,22.62,3.80
2025-12-13,dep_02,billing support,medium,3,3,0,0.00,14.84,20.99,4.80
2025-12-13,dep_03,customer success,high,1,1,0,0.00,6.04,10.19,4.50
2025-12-13,dep_03,customer success,medium,2,2,0,0.00,16.64,29.16,4.55
2025-12-13,dep_05,platform operations,high,1,1,0,0.00,11.38,11.88,4.10
2025-12-13,dep_05,platform operations,low,3,3,0,0.00,39.72,42.63,4.77
2025-12-13,dep_05,platform operations,medium,1,1,0,0.00,15.72,37.03,5.00
2025-12-14,dep_01,technical support,high,1,1,0,0.00,5.99,8.33,4.70
2025-12-14,dep_01,technical support,low,1,1,0,0.00,27.95,67.82,4.40
2025-12-14,dep_01,technical support,medium,4,4,1,0.25,9.11,32.46,4.40
2025-12-14,dep_02,billing support,high,1,1,0,0.00,2.06,4.71,4.00
2025-12-14,dep_02,billing support,medium,3,3,0,0.00,23.97,26.49,4.40
2025-12-14,dep_03,customer success,low,1,1,0,0.00,12.63,13.13,4.30
2025-12-14,dep_03,customer success,medium,1,1,1,1.00,9.84,93.15,2.90
2025-12-14,dep_05,platform operations,high,1,1,1,1.00,7.82,17.51,3.40
2025-12-14,dep_05,platform operations,medium,4,3,2,0.50,14.95,1056.03,3.90
2025-12-15,dep_01,technical support,critical,2,2,0,0.00,1.16,6.38,4.50
2025-12-15,dep_01,technical support,high,4,3,2,0.50,5.42,1020.70,4.10
2025-12-15,dep_01,technical support,low,4,4,0,0.00,32.01,40.98,4.47
2025-12-15,dep_01,technical support,medium,4,4,2,0.50,24.91,42.22,4.12
2025-12-15,dep_02,billing support,critical,2,2,0,0.00,0.80,2.50,5.00
2025-12-15,dep_02,billing support,high,3,3,1,0.33,8.35,14.88,4.27
2025-12-15,dep_02,billing support,low,7,7,1,0.14,38.29,44.31,4.40
2025-12-15,dep_02,billing support,medium,5,5,1,0.20,11.09,29.67,4.24
2025-12-15,dep_03,customer success,high,2,2,1,0.50,9.41,28.55,3.45
2025-12-15,dep_03,customer success,medium,5,5,1,0.20,12.85,36.75,4.38
2025-12-15,dep_04,trust and safety,medium,2,2,1,0.50,21.58,59.27,4.25
2025-12-15,dep_05,platform operations,high,2,2,2,1.00,5.59,39.37,2.65
2025-12-15,dep_05,platform operations,low,1,1,1,1.00,72.62,73.12,4.10
2025-12-15,dep_05,platform operations,medium,2,2,0,0.00,13.32,33.44,4.70
2025-12-16,dep_01,technical support,high,2,2,1,0.50,5.13,13.70,3.60
2025-12-16,dep_01,technical support,low,3,3,0,0.00,21.73,41.26,4.40
2025-12-16,dep_01,technical support,medium,4,4,1,0.25,16.82,27.66,4.60
2025-12-16,dep_02,billing support,high,1,1,0,0.00,6.52,7.02,5.00
2025-12-16,dep_02,billing support,low,5,4,1,0.20,22.64,847.42,4.53
2025-12-16,dep_02,billing support,medium,4,4,1,0.25,15.01,39.09,4.35
2025-12-16,dep_03,customer success,high,3,3,0,0.00,4.73,9.43,4.57
2025-12-16,dep_03,customer success,low,1,1,0,0.00,41.25,79.65,3.90
2025-12-16,dep_03,customer success,medium,2,1,1,0.50,19.14,2013.37,4.20
2025-12-16,dep_05,platform operations,high,2,2,1,0.50,8.71,71.45,4.15
2025-12-16,dep_05,platform operations,low,1,1,1,1.00,30.50,113.63,3.60
2025-12-16,dep_05,platform operations,medium,2,2,1,0.50,19.48,68.94,3.85
2025-12-17,dep_01,technical support,high,1,1,1,1.00,8.61,18.69,2.80
2025-12-17,dep_01,technical support,low,2,2,0,0.00,16.62,23.72,4.95
2025-12-17,dep_01,technical support,medium,4,4,0,0.00,12.17,20.53,4.58
2025-12-17,dep_02,billing support,high,2,2,2,1.00,3.92,16.31,3.50
2025-12-17,dep_02,billing support,low,2,2,1,0.50,22.38,69.20,4.10
2025-12-17,dep_02,billing support,medium,3,3,0,0.00,7.94,19.52,4.80
2025-12-17,dep_03,customer success,high,2,2,1,0.50,9.61,24.11,3.95
2025-12-17,dep_03,customer success,low,2,2,0,0.00,27.75,28.25,4.65
2025-12-17,dep_03,customer success,medium,2,2,0,0.00,12.45,21.82,4.60
2025-12-17,dep_04,trust and safety,high,3,3,1,0.33,3.13,26.81,3.90
2025-12-17,dep_04,trust and safety,medium,1,1,0,0.00,18.03,41.44,4.30
2025-12-17,dep_05,platform operations,critical,1,1,1,1.00,1.04,25.49,2.10
2025-12-17,dep_05,platform operations,high,2,1,1,0.50,5.11,1991.19,4.50
2025-12-17,dep_05,platform operations,low,2,2,1,0.50,29.12,89.54,4.45
2025-12-17,dep_05,platform operations,medium,2,2,1,0.50,11.13,47.12,4.60
2025-12-18,dep_01,technical support,high,1,1,1,1.00,4.29,29.31,3.30
2025-12-18,dep_01,technical support,low,8,8,1,0.12,24.52,51.14,4.49
2025-12-18,dep_01,technical support,medium,5,5,0,0.00,9.14,22.26,4.64
2025-12-18,dep_02,billing support,medium,5,4,1,0.20,13.91,806.86,4.60
2025-12-18,dep_03,customer success,high,3,3,2,0.67,4.30,15.40,3.57
2025-12-18,dep_03,customer success,low,1,1,0,0.00,29.01,68.51,4.10
2025-12-18,dep_03,customer success,medium,2,2,0,0.00,16.15,16.65,4.90
2025-12-18,dep_04,trust and safety,low,1,1,0,0.00,56.04,56.54,4.50
2025-12-18,dep_04,trust and safety,medium,2,2,1,0.50,14.74,68.66,4.00
2025-12-18,dep_05,platform operations,high,1,1,1,1.00,5.37,22.50,2.90
2025-12-18,dep_05,platform operations,low,1,1,0,0.00,21.81,22.31,5.00
2025-12-18,dep_05,platform operations,medium,1,1,0,0.00,35.78,50.54,3.90
2025-12-19,dep_01,technical support,high,1,1,0,0.00,1.87,4.24,4.70
2025-12-19,dep_01,technical support,low,1,0,1,1.00,16.29,3928.78,0.00
2025-12-19,dep_01,technical support,medium,6,6,1,0.17,9.40,32.33,4.42
2025-12-19,dep_02,billing support,high,5,5,1,0.20,2.82,11.73,4.46
2025-12-19,dep_02,billing support,low,1,1,0,0.00,20.68,23.72,4.50
2025-12-19,dep_02,billing support,medium,4,4,1,0.25,10.64,25.25,4.28
2025-12-19,dep_03,customer success,low,1,1,0,0.00,20.83,61.65,4.90
2025-12-19,dep_03,customer success,medium,3,3,0,0.00,15.51,24.10,4.93
2025-12-19,dep_04,trust and safety,critical,1,1,1,1.00,2.31,19.37,2.80
2025-12-19,dep_04,trust and safety,low,1,1,0,0.00,33.35,41.93,4.50
2025-12-19,dep_04,trust and safety,medium,1,1,0,0.00,5.76,39.16,5.00
2025-12-19,dep_05,platform operations,high,2,2,1,0.50,7.43,54.19,3.45
2025-12-19,dep_05,platform operations,low,2,2,0,0.00,36.01,59.30,4.75
2025-12-19,dep_05,platform operations,medium,1,1,0,0.00,25.56,26.06,4.90
2025-12-20,dep_01,technical support,critical,2,2,2,1.00,1.22,21.64,2.30
2025-12-20,dep_01,technical support,high,4,4,2,0.50,3.71,21.91,3.85
2025-12-20,dep_01,technical support,low,4,4,0,0.00,28.74,41.66,4.62
2025-12-20,dep_01,technical support,medium,3,3,1,0.33,10.93,32.32,4.30
2025-12-20,dep_02,billing support,high,2,2,0,0.00,5.47,7.84,4.70
2025-12-20,dep_02,billing support,medium,1,1,0,0.00,9.84,10.34,4.70
2025-12-20,dep_03,customer success,critical,1,1,1,1.00,1.48,8.24,3.60
2025-12-20,dep_03,customer success,low,1,1,0,0.00,28.63,29.13,5.00
2025-12-20,dep_03,customer success,medium,3,3,0,0.00,16.94,25.45,4.57
2025-12-20,dep_05,platform operations,high,1,1,1,1.00,8.30,30.84,2.90
2025-12-20,dep_05,platform operations,medium,3,3,2,0.67,24.49,63.22,3.57
2025-12-21,dep_01,technical support,low,1,1,0,0.00,25.72,34.24,4.80
2025-12-21,dep_01,technical support,medium,4,4,2,0.50,15.15,57.32,4.00
2025-12-21,dep_02,billing support,critical,1,1,1,1.00,0.98,9.22,2.70
2025-12-21,dep_02,billing support,high,1,1,0,0.00,2.31,9.98,4.80
2025-12-21,dep_02,billing support,low,3,3,0,0.00,21.84,28.23,4.40
2025-12-21,dep_02,billing support,medium,2,1,1,0.50,17.29,1946.70,4.90
2025-12-21,dep_04,trust and safety,low,1,1,0,0.00,9.98,36.73,4.30
2025-12-21,dep_05,platform operations,critical,1,1,0,0.00,1.16,3.76,4.60
2025-12-21,dep_05,platform operations,medium,1,1,1,1.00,19.37,47.58,4.30
2025-12-22,dep_01,technical support,critical,1,1,1,1.00,2.90,15.93,3.20
2025-12-22,dep_01,technical support,high,3,3,1,0.33,7.78,49.72,3.90
2025-12-22,dep_01,technical support,low,5,5,2,0.40,46.31,57.12,4.34
2025-12-22,dep_01,technical support,medium,9,8,4,0.44,20.11,463.83,4.39
2025-12-22,dep_02,billing support,high,2,2,2,1.00,4.36,23.16,2.95
2025-12-22,dep_02,billing support,low,4,4,0,0.00,28.61,60.66,4.67
2025-12-22,dep_02,billing support,medium,5,5,1,0.20,17.95,32.57,4.56
2025-12-22,dep_03,customer success,high,2,2,2,1.00,4.65,30.00,2.85
2025-12-22,dep_03,customer success,low,4,4,0,0.00,32.54,50.49,4.70
2025-12-22,dep_04,trust and safety,high,1,0,1,1.00,5.43,3848.80,0.00
2025-12-22,dep_04,trust and safety,low,1,1,0,0.00,45.80,47.68,4.90
2025-12-22,dep_05,platform operations,high,5,5,4,0.80,6.37,45.50,2.98
2025-12-22,dep_05,platform operations,low,2,2,2,1.00,46.70,133.41,3.85
2025-12-22,dep_05,platform operations,medium,2,2,0,0.00,18.99,46.66,4.45
2025-12-23,dep_01,technical support,high,2,2,0,0.00,3.21,13.79,4.15
2025-12-23,dep_01,technical support,low,3,3,0,0.00,27.64,46.28,4.67
2025-12-23,dep_01,technical support,medium,8,8,2,0.25,14.56,41.52,4.42
2025-12-23,dep_02,billing support,high,1,1,0,0.00,4.28,8.71,5.00
2025-12-23,dep_02,billing support,low,6,6,1,0.17,27.04,56.14,4.48
2025-12-23,dep_02,billing support,medium,4,4,1,0.25,8.93,27.96,4.30
2025-12-23,dep_03,customer success,low,1,1,0,0.00,24.24,24.74,5.00
2025-12-23,dep_04,trust and safety,medium,1,1,0,0.00,23.89,37.03,5.00
2025-12-23,dep_05,platform operations,high,1,1,1,1.00,4.95,24.15,3.30
2025-12-23,dep_05,platform operations,low,2,2,1,0.50,34.59,87.42,3.95
2025-12-23,dep_05,platform operations,medium,1,1,0,0.00,28.41,28.91,4.20
2025-12-24,dep_01,technical support,high,4,4,1,0.25,3.85,18.89,3.85
2025-12-24,dep_01,technical support,low,1,1,0,0.00,22.45,22.95,4.40
2025-12-24,dep_01,technical support,medium,2,2,0,0.00,14.23,43.46,4.15
2025-12-24,dep_02,billing support,critical,1,1,0,0.00,0.69,4.18,4.70
2025-12-24,dep_02,billing support,high,2,2,0,0.00,2.90,10.52,4.55
2025-12-24,dep_02,billing support,low,2,2,0,0.00,21.60,37.88,4.35
2025-12-24,dep_02,billing support,medium,5,5,0,0.00,9.07,21.29,4.48
2025-12-24,dep_03,customer success,critical,1,1,0,0.00,0.31,6.53,4.50
2025-12-24,dep_03,customer success,high,1,1,1,1.00,3.53,22.11,3.60
2025-12-24,dep_03,customer success,low,2,2,1,0.50,23.50,82.03,4.05
2025-12-24,dep_03,customer success,medium,3,3,0,0.00,14.86,16.89,4.60
2025-12-24,dep_05,platform operations,critical,2,2,2,1.00,1.31,28.26,2.70
2025-12-24,dep_05,platform operations,low,1,1,0,0.00,28.60,68.42,4.00
2025-12-24,dep_05,platform operations,medium,4,4,1,0.25,10.80,37.59,4.15
2025-12-25,dep_01,technical support,critical,2,2,1,0.50,0.88,11.94,3.80
2025-12-25,dep_01,technical support,high,4,4,2,0.50,4.13,22.99,3.60
2025-12-25,dep_01,technical support,low,4,4,0,0.00,46.87,58.81,4.70
2025-12-25,dep_01,technical support,medium,7,6,3,0.43,18.51,582.20,4.25
2025-12-25,dep_02,billing support,critical,1,1,0,0.00,1.04,6.56,5.00
2025-12-25,dep_02,billing support,high,1,1,0,0.00,4.24,10.36,4.30
2025-12-25,dep_02,billing support,low,3,2,1,0.33,37.51,1279.00,5.00
2025-12-25,dep_02,billing support,medium,4,4,1,0.25,14.39,27.98,4.53
2025-12-25,dep_03,customer success,high,2,2,0,0.00,3.19,15.50,4.85
2025-12-25,dep_03,customer success,medium,1,1,0,0.00,15.07,41.13,4.20
2025-12-25,dep_05,platform operations,critical,2,2,2,1.00,2.31,15.21,2.70
2025-12-25,dep_05,platform operations,high,2,2,1,0.50,3.68,27.23,3.65
2025-12-25,dep_05,platform operations,low,2,2,1,0.50,35.55,106.27,4.10
2025-12-25,dep_05,platform operations,medium,1,1,0,0.00,10.54,25.75,4.50
2025-12-26,dep_01,technical support,critical,1,1,0,0.00,1.35,4.71,5.00
2025-12-26,dep_01,technical support,high,3,1,2,0.67,4.17,2507.18,4.70
2025-12-26,dep_01,technical support,low,7,7,2,0.29,28.00,67.39,4.39
2025-12-26,dep_01,technical support,medium,6,6,1,0.17,15.59,35.38,4.48
2025-12-26,dep_02,billing support,high,1,1,0,0.00,0.85,10.14,5.00
2025-12-26,dep_02,billing support,low,1,1,0,0.00,27.14,27.64,4.70
2025-12-26,dep_02,billing support,medium,9,9,1,0.11,14.85,25.46,4.52
2025-12-26,dep_03,customer success,low,2,2,0,0.00,36.13,37.95,4.65
2025-12-26,dep_03,customer success,medium,2,2,0,0.00,18.87,21.31,4.65
2025-12-26,dep_04,trust and safety,high,1,1,1,1.00,8.16,28.04,3.60
2025-12-26,dep_05,platform operations,critical,1,1,1,1.00,1.96,13.34,3.20
2025-12-26,dep_05,platform operations,medium,2,2,1,0.50,27.17,78.89,4.05
2025-12-27,dep_01,technical support,high,1,1,0,0.00,3.34,6.04,4.60
2025-12-27,dep_01,technical support,low,3,3,1,0.33,44.92,76.37,4.27
2025-12-27,dep_01,technical support,medium,3,3,3,1.00,21.78,62.27,3.20
2025-12-27,dep_02,billing support,high,1,1,0,0.00,4.97,14.13,4.90
2025-12-27,dep_02,billing support,low,3,3,0,0.00,20.35,37.21,4.53
2025-12-27,dep_02,billing support,medium,3,3,0,0.00,9.01,20.79,4.47
2025-12-27,dep_03,customer success,medium,3,3,1,0.33,23.18,36.14,4.07
2025-12-27,dep_04,trust and safety,low,1,1,1,1.00,28.00,563.59,2.20
2025-12-27,dep_05,platform operations,high,1,1,1,1.00,7.97,52.91,2.40
2025-12-27,dep_05,platform operations,low,1,1,0,0.00,30.03,51.07,4.70
2025-12-27,dep_05,platform operations,medium,1,1,0,0.00,12.40,27.42,4.60
2025-12-28,dep_01,technical support,low,1,1,0,0.00,71.30,71.80,4.40
2025-12-28,dep_01,technical support,medium,2,2,0,0.00,13.41,36.88,4.70
2025-12-28,dep_02,billing support,medium,3,3,0,0.00,8.56,12.32,4.77
2025-12-28,dep_03,customer success,low,4,4,0,0.00,33.23,55.84,4.42
2025-12-28,dep_05,platform operations,high,1,1,0,0.00,2.73,8.55,4.20
2025-12-28,dep_05,platform operations,low,1,1,0,0.00,20.29,29.20,4.90
2025-12-29,dep_01,technical support,critical,1,1,1,1.00,1.95,7.18,3.50
2025-12-29,dep_01,technical support,high,5,5,3,0.60,8.51,16.11,3.94
2025-12-29,dep_01,technical support,low,5,5,1,0.20,62.04,63.18,4.44
2025-12-29,dep_01,technical support,medium,6,5,4,0.67,18.98,657.32,3.50
2025-12-29,dep_02,billing support,critical,1,1,1,1.00,0.72,39.57,2.00
