date,week_start,month,day_of_week,is_weekend,category,channel,priority,department_name,ticket_count,sla_breach_rate,avg_first_response_hours,avg_resolution_hours
2025-12-08,2025-12-08,2025-12,1,0,integration issue,chat,high,platform operations,1,1.00,6.41,23.91
2025-12-08,2025-12-08,2025-12,1,0,integration issue,chat,medium,platform operations,1,1.00,26.04,65.22
2025-12-08,2025-12-08,2025-12,1,0,integration issue,email,low,platform operations,2,0.50,42.20,87.43
2025-12-08,2025-12-08,2025-12,1,0,invoice dispute,email,medium,billing support,1,0.00,10.48,20.98
2025-12-08,2025-12-08,2025-12,1,0,login access,chat,high,technical support,1,0.00,3.12,6.08
2025-12-08,2025-12-08,2025-12,1,0,login access,chat,low,technical support,1,0.00,18.60,25.20
2025-12-08,2025-12-08,2025-12,1,0,login access,email,critical,technical support,1,1.00,0.95,14.02
2025-12-08,2025-12-08,2025-12,1,0,login access,email,medium,technical support,2,0.00,12.79,16.25
2025-12-08,2025-12-08,2025-12,1,0,login access,portal,low,technical support,1,0.00,15.78,17.35
2025-12-08,2025-12-08,2025-12,1,0,login access,portal,medium,technical support,1,0.00,12.36,15.17
2025-12-08,2025-12-08,2025-12,1,0,login access,social,high,technical support,1,0.00,3.03,7.26
2025-12-08,2025-12-08,2025-12,1,0,onboarding help,chat,high,customer success,1,0.00,2.79,5.55
2025-12-08,2025-12-08,2025-12,1,0,onboarding help,email,critical,customer success,1,1.00,0.92,4191.18
2025-12-08,2025-12-08,2025-12,1,0,onboarding help,phone,low,customer success,1,0.00,9.65,39.78
2025-12-08,2025-12-08,2025-12,1,0,onboarding help,phone,medium,customer success,1,1.00,8.64,58.08
2025-12-08,2025-12-08,2025-12,1,0,onboarding help,portal,critical,customer success,1,1.00,1.63,4188.85
2025-12-08,2025-12-08,2025-12,1,0,onboarding help,portal,high,customer success,1,0.00,4.13,8.21
2025-12-08,2025-12-08,2025-12,1,0,onboarding help,portal,medium,customer success,1,0.00,10.36,30.68
2025-12-09,2025-12-08,2025-12,2,0,abuse report,chat,medium,trust and safety,1,1.00,37.77,97.66
2025-12-09,2025-12-08,2025-12,2,0,abuse report,email,low,trust and safety,1,0.00,49.02,49.52
2025-12-09,2025-12-08,2025-12,2,0,abuse report,email,medium,trust and safety,1,0.00,25.81,26.31
2025-12-09,2025-12-08,2025-12,2,0,billing question,email,medium,billing support,1,0.00,8.36,10.90
2025-12-09,2025-12-08,2025-12,2,0,billing question,portal,critical,billing support,1,0.00,0.92,4.00
2025-12-09,2025-12-08,2025-12,2,0,billing question,portal,medium,billing support,1,0.00,12.56,30.58
2025-12-09,2025-12-08,2025-12,2,0,bug report,chat,medium,technical support,1,1.00,10.42,65.39
2025-12-09,2025-12-08,2025-12,2,0,bug report,email,low,technical support,1,0.00,21.90,57.81
2025-12-09,2025-12-08,2025-12,2,0,bug report,phone,high,technical support,1,0.00,3.26,21.60
2025-12-09,2025-12-08,2025-12,2,0,bug report,portal,high,technical support,2,0.50,5.44,12.93
2025-12-09,2025-12-08,2025-12,2,0,bug report,social,critical,technical support,1,1.00,1.40,13.63
2025-12-09,2025-12-08,2025-12,2,0,bug report,social,medium,technical support,1,0.00,32.13,33.60
2025-12-09,2025-12-08,2025-12,2,0,data export,email,medium,platform operations,1,0.00,23.20,34.83
2025-12-09,2025-12-08,2025-12,2,0,invoice dispute,chat,low,billing support,1,0.00,39.17,39.67
2025-12-09,2025-12-08,2025-12,2,0,login access,chat,low,technical support,1,0.00,25.97,26.47
2025-12-09,2025-12-08,2025-12,2,0,login access,social,low,technical support,1,0.00,19.58,27.04
2025-12-09,2025-12-08,2025-12,2,0,login access,social,medium,technical support,1,0.00,5.65,23.69
2025-12-09,2025-12-08,2025-12,2,0,onboarding help,email,critical,customer success,1,0.00,1.00,4.30
2025-12-09,2025-12-08,2025-12,2,0,onboarding help,email,low,customer success,1,0.00,32.06,45.26
2025-12-09,2025-12-08,2025-12,2,0,onboarding help,email,medium,customer success,1,0.00,18.60,19.10
2025-12-09,2025-12-08,2025-12,2,0,onboarding help,portal,high,customer success,1,0.00,3.80,9.18
2025-12-09,2025-12-08,2025-12,2,0,onboarding help,social,medium,customer success,1,0.00,11.76,12.26
2025-12-10,2025-12-08,2025-12,3,0,abuse report,chat,medium,trust and safety,1,1.00,26.89,81.86
2025-12-10,2025-12-08,2025-12,3,0,abuse report,email,low,trust and safety,1,0.00,25.55,50.11
2025-12-10,2025-12-08,2025-12,3,0,billing question,chat,medium,billing support,2,0.00,7.97,12.79
2025-12-10,2025-12-08,2025-12,3,0,billing question,email,medium,billing support,1,0.00,16.48,18.74
2025-12-10,2025-12-08,2025-12,3,0,billing question,social,medium,billing support,1,0.00,9.79,21.05
2025-12-10,2025-12-08,2025-12,3,0,bug report,chat,high,technical support,1,1.00,2.29,34.22
2025-12-10,2025-12-08,2025-12,3,0,bug report,chat,medium,technical support,1,0.00,7.12,25.79
2025-12-10,2025-12-08,2025-12,3,0,bug report,portal,medium,technical support,2,0.50,8.50,2083.21
2025-12-10,2025-12-08,2025-12,3,0,bug report,social,medium,technical support,1,0.00,7.20,31.71
2025-12-10,2025-12-08,2025-12,3,0,data export,email,low,platform operations,1,0.00,17.60,59.56
2025-12-10,2025-12-08,2025-12,3,0,integration issue,email,medium,platform operations,1,1.00,19.81,4139.45
2025-12-10,2025-12-08,2025-12,3,0,invoice dispute,chat,high,billing support,1,0.00,3.58,13.53
2025-12-10,2025-12-08,2025-12,3,0,invoice dispute,email,low,billing support,1,0.00,15.28,28.81
2025-12-10,2025-12-08,2025-12,3,0,invoice dispute,email,medium,billing support,1,1.00,8.57,37.07
2025-12-10,2025-12-08,2025-12,3,0,invoice dispute,phone,low,billing support,1,1.00,18.38,99.06
2025-12-10,2025-12-08,2025-12,3,0,login access,chat,high,technical support,1,0.00,2.12,9.45
2025-12-10,2025-12-08,2025-12,3,0,login access,chat,medium,technical support,1,0.00,6.56,24.81
2025-12-10,2025-12-08,2025-12,3,0,login access,email,critical,technical support,1,0.00,3.43,6.41
2025-12-10,2025-12-08,2025-12,3,0,login access,phone,critical,technical support,1,1.00,0.76,6.41
2025-12-10,2025-12-08,2025-12,3,0,login access,portal,low,technical support,1,0.00,16.64,27.97
2025-12-10,2025-12-08,2025-12,3,0,login access,social,medium,technical support,1,1.00,18.50,4136.92
2025-12-10,2025-12-08,2025-12,3,0,onboarding help,phone,medium,customer success,1,0.00,6.95,12.76
2025-12-11,2025-12-08,2025-12,4,0,abuse report,chat,low,trust and safety,1,0.00,24.66,60.05
2025-12-11,2025-12-08,2025-12,4,0,abuse report,phone,medium,trust and safety,1,0.00,16.89,38.31
2025-12-11,2025-12-08,2025-12,4,0,billing question,chat,medium,billing support,1,0.00,9.87,26.04
2025-12-11,2025-12-08,2025-12,4,0,billing question,email,high,billing support,1,0.00,4.26,12.66
2025-12-11,2025-12-08,2025-12,4,0,billing question,email,medium,billing support,1,0.00,9.89,30.82
2025-12-11,2025-12-08,2025-12,4,0,billing question,social,high,billing support,1,0.00,4.56,5.06
2025-12-11,2025-12-08,2025-12,4,0,bug report,chat,medium,technical support,1,0.00,11.77,26.31
2025-12-11,2025-12-08,2025-12,4,0,bug report,email,low,technical support,1,0.00,36.24,52.16
2025-12-11,2025-12-08,2025-12,4,0,bug report,phone,low,technical support,1,0.00,32.08,32.58
2025-12-11,2025-12-08,2025-12,4,0,bug report,portal,low,technical support,1,0.00,22.80,81.20
2025-12-11,2025-12-08,2025-12,4,0,data export,email,medium,platform operations,2,0.50,20.79,31.30
2025-12-11,2025-12-08,2025-12,4,0,feature request,email,critical,customer success,1,0.00,1.95,5.53
2025-12-11,2025-12-08,2025-12,4,0,feature request,phone,critical,customer success,1,1.00,0.75,11.80
2025-12-11,2025-12-08,2025-12,4,0,feature request,social,high,customer success,1,0.00,1.38,19.07
2025-12-11,2025-12-08,2025-12,4,0,integration issue,chat,high,platform operations,1,1.00,14.49,18.91
2025-12-11,2025-12-08,2025-12,4,0,integration issue,chat,medium,platform operations,1,1.00,16.45,59.79
2025-12-11,2025-12-08,2025-12,4,0,integration issue,email,medium,platform operations,1,1.00,18.30,79.28
2025-12-11,2025-12-08,2025-12,4,0,integration issue,phone,low,platform operations,1,1.00,33.82,129.52
2025-12-11,2025-12-08,2025-12,4,0,integration issue,phone,medium,platform operations,1,1.00,18.93,53.91
2025-12-11,2025-12-08,2025-12,4,0,invoice dispute,email,medium,billing support,2,0.00,9.74,16.07
2025-12-11,2025-12-08,2025-12,4,0,invoice dispute,phone,high,billing support,1,0.00,2.06,13.40
2025-12-11,2025-12-08,2025-12,4,0,login access,chat,low,technical support,1,0.00,26.91,27.41
2025-12-11,2025-12-08,2025-12,4,0,login access,chat,medium,technical support,1,0.00,8.62,9.12
2025-12-11,2025-12-08,2025-12,4,0,login access,email,low,technical support,1,0.00,21.27,21.77
2025-12-11,2025-12-08,2025-12,4,0,login access,email,medium,technical support,1,0.00,8.26,13.53
2025-12-11,2025-12-08,2025-12,4,0,login access,phone,high,technical support,1,0.00,3.33,8.57
2025-12-11,2025-12-08,2025-12,4,0,onboarding help,chat,high,customer success,1,0.00,3.91,5.49
2025-12-11,2025-12-08,2025-12,4,0,onboarding help,chat,low,customer success,1,0.00,14.51,64.82
2025-12-11,2025-12-08,2025-12,4,0,onboarding help,email,medium,customer success,1,1.00,10.79,41.44
2025-12-12,2025-12-08,2025-12,5,0,abuse report,email,low,trust and safety,1,0.00,19.15,87.76
2025-12-12,2025-12-08,2025-12,5,0,billing question,chat,high,billing support,2,0.00,4.37,4.94
2025-12-12,2025-12-08,2025-12,5,0,billing question,chat,low,billing support,1,0.00,19.82,20.32
2025-12-12,2025-12-08,2025-12,5,0,billing question,email,low,billing support,2,0.00,14.66,42.22
2025-12-12,2025-12-08,2025-12,5,0,billing question,email,medium,billing support,1,0.00,6.58,12.15
2025-12-12,2025-12-08,2025-12,5,0,billing question,portal,medium,billing support,1,0.00,9.75,10.25
2025-12-12,2025-12-08,2025-12,5,0,bug report,chat,medium,technical support,2,1.00,12.10,104.34
2025-12-12,2025-12-08,2025-12,5,0,bug report,social,high,technical support,1,1.00,10.17,29.90
2025-12-12,2025-12-08,2025-12,5,0,data export,chat,medium,platform operations,2,1.00,13.17,2068.82
2025-12-12,2025-12-08,2025-12,5,0,data export,email,low,platform operations,1,0.00,22.89,48.02
2025-12-12,2025-12-08,2025-12,5,0,data export,portal,medium,platform operations,1,0.00,20.36,28.24
2025-12-12,2025-12-08,2025-12,5,0,feature request,email,critical,customer success,1,1.00,1.22,15.74
2025-12-12,2025-12-08,2025-12,5,0,feature request,email,high,customer success,1,0.00,2.50,17.59
2025-12-12,2025-12-08,2025-12,5,0,feature request,email,medium,customer success,1,1.00,7.63,48.60
2025-12-12,2025-12-08,2025-12,5,0,integration issue,chat,medium,platform operations,1,0.00,9.38,14.24
2025-12-12,2025-12-08,2025-12,5,0,integration issue,email,high,platform operations,1,1.00,4.29,49.23
2025-12-12,2025-12-08,2025-12,5,0,integration issue,portal,high,platform operations,1,0.00,2.81,16.78
2025-12-12,2025-12-08,2025-12,5,0,integration issue,portal,medium,platform operations,1,0.00,28.75,55.99
2025-12-12,2025-12-08,2025-12,5,0,invoice dispute,chat,high,billing support,1,1.00,1.87,21.30
2025-12-12,2025-12-08,2025-12,5,0,invoice dispute,chat,medium,billing support,1,0.00,19.01,22.68
2025-12-12,2025-12-08,2025-12,5,0,invoice dispute,email,medium,billing support,1,0.00,15.11,35.43
2025-12-12,2025-12-08,2025-12,5,0,invoice dispute,phone,medium,billing support,1,0.00,15.54,63.61
2025-12-12,2025-12-08,2025-12,5,0,login access,phone,medium,technical support,1,0.00,11.62,12.12
2025-12-12,2025-12-08,2025-12,5,0,login access,social,high,technical support,1,0.00,5.26,7.72
2025-12-12,2025-12-08,2025-12,5,0,onboarding help,email,medium,customer success,2,0.00,11.73,30.96
2025-12-12,2025-12-08,2025-12,5,0,onboarding help,phone,low,customer success,1,0.00,14.72,27.32
2025-12-12,2025-12-08,2025-12,5,0,onboarding help,portal,medium,customer success,1,0.00,18.45,18.95
2025-12-13,2025-12-08,2025-12,6,1,billing question,chat,high,billing support,1,0.00,1.30,9.48
2025-12-13,2025-12-08,2025-12,6,1,billing question,email,medium,billing support,1,0.00,7.05,20.59
2025-12-13,2025-12-08,2025-12,6,1,billing question,portal,medium,billing support,1,0.00,30.06,30.56
2025-12-13,2025-12-08,2025-12,6,1,bug report,chat,medium,technical support,1,0.00,17.11,40.46
2025-12-13,2025-12-08,2025-12,6,1,bug report,email,medium,technical support,1,1.00,27.24,67.02
2025-12-13,2025-12-08,2025-12,6,1,bug report,portal,low,technical support,1,0.00,16.89,38.76
2025-12-13,2025-12-08,2025-12,6,1,bug report,social,low,technical support,1,1.00,29.63,88.22
2025-12-13,2025-12-08,2025-12,6,1,data export,chat,low,platform operations,1,0.00,64.45,64.95
2025-12-13,2025-12-08,2025-12,6,1,data export,email,high,platform operations,1,0.00,11.38,11.88
2025-12-13,2025-12-08,2025-12,6,1,data export,portal,low,platform operations,1,0.00,39.95,40.45
2025-12-13,2025-12-08,2025-12,6,1,feature request,chat,high,customer success,1,0.00,6.04,10.19
2025-12-13,2025-12-08,2025-12,6,1,feature request,chat,medium,customer success,1,0.00,16.29,28.38
2025-12-13,2025-12-08,2025-12,6,1,integration issue,chat,medium,platform operations,1,0.00,15.72,37.03
2025-12-13,2025-12-08,2025-12,6,1,integration issue,email,low,platform operations,1,0.00,14.76,22.50
2025-12-13,2025-12-08,2025-12,6,1,invoice dispute,chat,high,billing support,1,1.00,7.81,35.77
2025-12-13,2025-12-08,2025-12,6,1,invoice dispute,email,medium,billing support,1,0.00,7.42,11.82
2025-12-13,2025-12-08,2025-12,6,1,login access,email,medium,technical support,1,0.00,4.03,13.57
2025-12-13,2025-12-08,2025-12,6,1,login access,portal,medium,technical support,1,0.00,12.34,22.31
2025-12-13,2025-12-08,2025-12,6,1,login access,social,critical,technical support,1,1.00,0.56,12.18
2025-12-13,2025-12-08,2025-12,6,1,onboarding help,portal,medium,customer success,1,0.00,16.99,29.93
2025-12-14,2025-12-08,2025-12,7,1,billing question,chat,medium,billing support,1,0.00,14.17,19.55
2025-12-14,2025-12-08,2025-12,7,1,billing question,portal,high,billing support,1,0.00,2.06,4.71
2025-12-14,2025-12-08,2025-12,7,1,bug report,chat,low,technical support,1,0.00,27.95,67.82
2025-12-14,2025-12-08,2025-12,7,1,bug report,chat,medium,technical support,1,0.00,11.31,39.46
2025-12-14,2025-12-08,2025-12,7,1,bug report,email,medium,technical support,1,0.00,9.81,26.27
2025-12-14,2025-12-08,2025-12,7,1,bug report,portal,high,technical support,1,0.00,5.99,8.33
2025-12-14,2025-12-08,2025-12,7,1,feature request,chat,medium,customer success,1,1.00,9.84,93.15
2025-12-14,2025-12-08,2025-12,7,1,feature request,social,low,customer success,1,0.00,12.63,13.13
2025-12-14,2025-12-08,2025-12,7,1,integration issue,email,high,platform operations,1,1.00,7.82,17.51
2025-12-14,2025-12-08,2025-12,7,1,integration issue,email,medium,platform operations,3,0.67,12.63,1394.25
2025-12-14,2025-12-08,2025-12,7,1,integration issue,phone,medium,platform operations,1,0.00,21.89,41.38
2025-12-14,2025-12-08,2025-12,7,1,invoice dispute,email,medium,billing support,1,0.00,18.12,19.82
2025-12-14,2025-12-08,2025-12,7,1,invoice dispute,portal,medium,billing support,1,0.00,39.61,40.11
2025-12-14,2025-12-08,2025-12,7,1,login access,email,medium,technical support,1,0.00,6.93,16.03
2025-12-14,2025-12-08,2025-12,7,1,login access,portal,medium,technical support,1,1.00,8.37,48.09
2025-12-15,2025-12-15,2025-12,1,0,abuse report,email,medium,trust and safety,1,1.00,17.85,84.30
2025-12-15,2025-12-15,2025-12,1,0,abuse report,phone,medium,trust and safety,1,0.00,25.30,34.24
2025-12-15,2025-12-15,2025-12,1,0,billing question,chat,medium,billing support,1,0.00,12.00,12.50
2025-12-15,2025-12-15,2025-12,1,0,billing question,phone,low,billing support,2,0.00,32.22,32.72
2025-12-15,2025-12-15,2025-12,1,0,billing question,phone,medium,billing support,1,0.00,9.02,30.69
2025-12-15,2025-12-15,2025-12,1,0,billing question,portal,critical,billing support,1,0.00,0.85,2.71
2025-12-15,2025-12-15,2025-12,1,0,billing question,portal,low,billing support,1,0.00,25.04,33.82
2025-12-15,2025-12-15,2025-12,1,0,billing question,portal,medium,billing support,2,0.50,13.04,32.62
2025-12-15,2025-12-15,2025-12,1,0,billing question,social,critical,billing support,1,0.00,0.75,2.28
2025-12-15,2025-12-15,2025-12,1,0,billing question,social,medium,billing support,1,0.00,8.36,39.92
2025-12-15,2025-12-15,2025-12,1,0,bug report,chat,medium,technical support,2,0.50,17.01,50.08
2025-12-15,2025-12-15,2025-12,1,0,bug report,email,high,technical support,1,0.00,3.44,16.27
2025-12-15,2025-12-15,2025-12,1,0,bug report,phone,low,technical support,1,0.00,53.86,54.36
2025-12-15,2025-12-15,2025-12,1,0,bug report,phone,medium,technical support,1,1.00,54.81,55.31
2025-12-15,2025-12-15,2025-12,1,0,bug report,portal,high,technical support,1,1.00,10.48,30.15
2025-12-15,2025-12-15,2025-12,1,0,data export,email,medium,platform operations,1,0.00,15.37,24.17
2025-12-15,2025-12-15,2025-12,1,0,data export,phone,high,platform operations,1,1.00,2.94,57.28
2025-12-15,2025-12-15,2025-12,1,0,feature request,phone,medium,customer success,1,0.00,11.92,41.35
2025-12-15,2025-12-15,2025-12,1,0,feature request,portal,high,customer success,1,0.00,9.59,12.57
2025-12-15,2025-12-15,2025-12,1,0,integration issue,chat,medium,platform operations,1,0.00,11.28,42.71
2025-12-15,2025-12-15,2025-12,1,0,integration issue,email,high,platform operations,1,1.00,8.25,21.45
2025-12-15,2025-12-15,2025-12,1,0,integration issue,email,low,platform operations,1,1.00,72.62,73.12
2025-12-15,2025-12-15,2025-12,1,0,invoice dispute,chat,high,billing support,1,0.00,13.48,13.98
2025-12-15,2025-12-15,2025-12,1,0,invoice dispute,chat,low,billing support,1,1.00,88.09,88.59
2025-12-15,2025-12-15,2025-12,1,0,invoice dispute,email,low,billing support,1,0.00,22.06,43.22
2025-12-15,2025-12-15,2025-12,1,0,invoice dispute,portal,high,billing support,2,0.50,5.79,15.33
2025-12-15,2025-12-15,2025-12,1,0,invoice dispute,portal,low,billing support,2,0.00,34.21,39.56
2025-12-15,2025-12-15,2025-12,1,0,login access,email,high,technical support,2,0.50,3.87,2018.18
2025-12-15,2025-12-15,2025-12,1,0,login access,email,low,technical support,3,0.00,24.73,36.52
2025-12-15,2025-12-15,2025-12,1,0,login access,phone,critical,technical support,1,0.00,1.88,6.35
2025-12-15,2025-12-15,2025-12,1,0,login access,phone,medium,technical support,1,0.00,10.83,13.41
2025-12-15,2025-12-15,2025-12,1,0,login access,portal,critical,technical support,1,0.00,0.44,6.41
2025-12-15,2025-12-15,2025-12,1,0,onboarding help,chat,medium,customer success,1,0.00,16.03,42.98
2025-12-15,2025-12-15,2025-12,1,0,onboarding help,email,high,customer success,1,1.00,9.24,44.53
2025-12-15,2025-12-15,2025-12,1,0,onboarding help,email,medium,customer success,1,0.00,5.87,16.66
2025-12-15,2025-12-15,2025-12,1,0,onboarding help,social,medium,customer success,2,0.50,15.23,41.38
2025-12-16,2025-12-15,2025-12,2,0,billing question,chat,medium,billing support,1,0.00,12.71,13.21
2025-12-16,2025-12-15,2025-12,2,0,billing question,email,low,billing support,1,1.00,14.42,3996.77
2025-12-16,2025-12-15,2025-12,2,0,billing question,email,medium,billing support,1,0.00,12.69,13.19
2025-12-16,2025-12-15,2025-12,2,0,billing question,phone,low,billing support,1,0.00,13.61,59.34
2025-12-16,2025-12-15,2025-12,2,0,billing question,portal,medium,billing support,1,0.00,10.40,16.72
2025-12-16,2025-12-15,2025-12,2,0,billing question,social,low,billing support,1,0.00,24.28,24.78
2025-12-16,2025-12-15,2025-12,2,0,bug report,chat,high,technical support,1,1.00,5.16,20.25
2025-12-16,2025-12-15,2025-12,2,0,bug report,chat,medium,technical support,1,1.00,10.51,52.39
2025-12-16,2025-12-15,2025-12,2,0,data export,phone,medium,platform operations,1,0.00,11.10,28.25
2025-12-16,2025-12-15,2025-12,2,0,feature request,email,low,customer success,1,0.00,41.25,79.65
2025-12-16,2025-12-15,2025-12,2,0,feature request,phone,high,customer success,1,0.00,7.30,13.59
2025-12-16,2025-12-15,2025-12,2,0,feature request,portal,medium,customer success,2,0.50,19.14,2013.37
2025-12-16,2025-12-15,2025-12,2,0,integration issue,chat,high,platform operations,1,0.00,4.08,6.26
2025-12-16,2025-12-15,2025-12,2,0,integration issue,chat,low,platform operations,1,1.00,30.50,113.63
2025-12-16,2025-12-15,2025-12,2,0,integration issue,chat,medium,platform operations,1,1.00,27.85,109.63
2025-12-16,2025-12-15,2025-12,2,0,integration issue,portal,high,platform operations,1,1.00,13.35,136.65
2025-12-16,2025-12-15,2025-12,2,0,invoice dispute,chat,low,billing support,1,0.00,33.69,106.50
2025-12-16,2025-12-15,2025-12,2,0,invoice dispute,phone,high,billing support,1,0.00,6.52,7.02
2025-12-16,2025-12-15,2025-12,2,0,invoice dispute,portal,low,billing support,1,0.00,27.21,49.69
2025-12-16,2025-12-15,2025-12,2,0,invoice dispute,portal,medium,billing support,1,1.00,24.23,113.26
2025-12-16,2025-12-15,2025-12,2,0,login access,chat,low,technical support,1,0.00,34.31,46.48
2025-12-16,2025-12-15,2025-12,2,0,login access,chat,medium,technical support,1,0.00,25.40,25.90
2025-12-16,2025-12-15,2025-12,2,0,login access,email,low,technical support,1,0.00,10.49,25.23
2025-12-16,2025-12-15,2025-12,2,0,login access,email,medium,technical support,1,0.00,14.04,14.54
2025-12-16,2025-12-15,2025-12,2,0,login access,phone,high,technical support,1,0.00,5.10,7.15
2025-12-16,2025-12-15,2025-12,2,0,login access,portal,low,technical support,1,0.00,20.39,52.08
2025-12-16,2025-12-15,2025-12,2,0,login access,portal,medium,technical support,1,0.00,17.33,17.83
2025-12-16,2025-12-15,2025-12,2,0,onboarding help,chat,high,customer success,1,0.00,3.31,7.47
2025-12-16,2025-12-15,2025-12,2,0,onboarding help,email,high,customer success,1,0.00,3.59,7.24
2025-12-17,2025-12-15,2025-12,3,0,abuse report,chat,high,trust and safety,2,0.50,3.17,32.69
2025-12-17,2025-12-15,2025-12,3,0,abuse report,chat,medium,trust and safety,1,0.00,18.03,41.44
2025-12-17,2025-12-15,2025-12,3,0,abuse report,portal,high,trust and safety,1,0.00,3.06,15.05
2025-12-17,2025-12-15,2025-12,3,0,billing question,chat,medium,billing support,1,0.00,10.36,12.54
2025-12-17,2025-12-15,2025-12,3,0,billing question,portal,high,billing support,2,1.00,3.92,16.31
2025-12-17,2025-12-15,2025-12,3,0,bug report,portal,high,technical support,1,1.00,8.61,18.69
2025-12-17,2025-12-15,2025-12,3,0,data export,email,high,platform operations,2,0.50,5.11,1991.19
2025-12-17,2025-12-15,2025-12,3,0,data export,email,low,platform operations,1,0.00,16.98,39.67
2025-12-17,2025-12-15,2025-12,3,0,data export,phone,medium,platform operations,1,1.00,8.94,55.65
2025-12-17,2025-12-15,2025-12,3,0,feature request,chat,high,customer success,1,0.00,2.61,14.55
2025-12-17,2025-12-15,2025-12,3,0,feature request,chat,low,customer success,1,0.00,25.78,26.28
2025-12-17,2025-12-15,2025-12,3,0,feature request,email,low,customer success,1,0.00,29.71,30.21
2025-12-17,2025-12-15,2025-12,3,0,feature request,portal,medium,customer success,1,0.00,16.93,17.61
2025-12-17,2025-12-15,2025-12,3,0,integration issue,chat,critical,platform operations,1,1.00,1.04,25.49
2025-12-17,2025-12-15,2025-12,3,0,integration issue,email,medium,platform operations,1,0.00,13.33,38.60
2025-12-17,2025-12-15,2025-12,3,0,integration issue,phone,low,platform operations,1,1.00,41.26,139.42
2025-12-17,2025-12-15,2025-12,3,0,invoice dispute,email,low,billing support,1,1.00,19.30,112.44
2025-12-17,2025-12-15,2025-12,3,0,invoice dispute,email,medium,billing support,1,0.00,7.28,19.64
2025-12-17,2025-12-15,2025-12,3,0,invoice dispute,phone,medium,billing support,1,0.00,6.17,26.38
2025-12-17,2025-12-15,2025-12,3,0,invoice dispute,social,low,billing support,1,0.00,25.46,25.96
2025-12-17,2025-12-15,2025-12,3,0,login access,chat,low,technical support,2,0.00,16.62,23.72
2025-12-17,2025-12-15,2025-12,3,0,login access,chat,medium,technical support,2,0.00,8.37,18.98
2025-12-17,2025-12-15,2025-12,3,0,login access,email,medium,technical support,2,0.00,15.98,22.08
2025-12-17,2025-12-15,2025-12,3,0,onboarding help,chat,high,customer success,1,1.00,16.61,33.67
2025-12-17,2025-12-15,2025-12,3,0,onboarding help,portal,medium,customer success,1,0.00,7.97,26.04
2025-12-18,2025-12-15,2025-12,4,0,abuse report,chat,low,trust and safety,1,0.00,56.04,56.54
2025-12-18,2025-12-15,2025-12,4,0,abuse report,chat,medium,trust and safety,1,1.00,14.09,121.44
2025-12-18,2025-12-15,2025-12,4,0,abuse report,email,medium,trust and safety,1,0.00,15.39,15.89
2025-12-18,2025-12-15,2025-12,4,0,billing question,email,medium,billing support,1,0.00,17.21,17.71
2025-12-18,2025-12-15,2025-12,4,0,billing question,phone,medium,billing support,2,0.50,6.89,1978.83
2025-12-18,2025-12-15,2025-12,4,0,bug report,chat,low,technical support,1,1.00,32.75,149.27
2025-12-18,2025-12-15,2025-12,4,0,bug report,email,medium,technical support,1,0.00,12.26,48.07
2025-12-18,2025-12-15,2025-12,4,0,bug report,portal,low,technical support,2,0.00,26.91,42.57
2025-12-18,2025-12-15,2025-12,4,0,bug report,portal,medium,technical support,1,0.00,9.96,18.14
2025-12-18,2025-12-15,2025-12,4,0,data export,email,low,platform operations,1,0.00,21.81,22.31
2025-12-18,2025-12-15,2025-12,4,0,integration issue,email,medium,platform operations,1,0.00,35.78,50.54
2025-12-18,2025-12-15,2025-12,4,0,integration issue,portal,high,platform operations,1,1.00,5.37,22.50
2025-12-18,2025-12-15,2025-12,4,0,invoice dispute,phone,medium,billing support,1,0.00,26.16,26.99
2025-12-18,2025-12-15,2025-12,4,0,invoice dispute,portal,medium,billing support,1,0.00,12.40,31.94
2025-12-18,2025-12-15,2025-12,4,0,login access,chat,low,technical support,2,0.00,25.04,37.28
2025-12-18,2025-12-15,2025-12,4,0,login access,chat,medium,technical support,1,0.00,5.62,10.61
2025-12-18,2025-12-15,2025-12,4,0,login access,email,low,technical support,1,0.00,16.76,33.76
2025-12-18,2025-12-15,2025-12,4,0,login access,email,medium,technical support,2,0.00,8.94,17.23
2025-12-18,2025-12-15,2025-12,4,0,login access,phone,low,technical support,1,0.00,25.09,48.28
2025-12-18,2025-12-15,2025-12,4,0,login access,portal,high,technical support,1,1.00,4.29,29.31
2025-12-18,2025-12-15,2025-12,4,0,login access,portal,low,technical support,1,0.00,17.63,18.13
2025-12-18,2025-12-15,2025-12,4,0,onboarding help,chat,high,customer success,2,1.00,3.71,18.30
2025-12-18,2025-12-15,2025-12,4,0,onboarding help,chat,medium,customer success,1,0.00,11.07,11.57
2025-12-18,2025-12-15,2025-12,4,0,onboarding help,email,low,customer success,1,0.00,29.01,68.51
2025-12-18,2025-12-15,2025-12,4,0,onboarding help,email,medium,customer success,1,0.00,21.23,21.73
2025-12-18,2025-12-15,2025-12,4,0,onboarding help,portal,high,customer success,1,0.00,5.47,9.60
2025-12-19,2025-12-15,2025-12,5,0,abuse report,chat,medium,trust and safety,1,0.00,5.76,39.16
2025-12-19,2025-12-15,2025-12,5,0,abuse report,email,critical,trust and safety,1,1.00,2.31,19.37
2025-12-19,2025-12-15,2025-12,5,0,abuse report,email,low,trust and safety,1,0.00,33.35,41.93
2025-12-19,2025-12-15,2025-12,5,0,billing question,chat,medium,billing support,1,1.00,21.21,49.32
