event_id,ticket_id,event_time,event_type,old_status,new_status,agent_id
evt_0002314,tck_000554,2025-10-27 07:25,assigned,open,assigned,agt_017
evt_0002315,tck_000554,2025-10-28 00:27,first_response,assigned,in_progress,agt_017
evt_0002316,tck_000554,2025-10-28 00:57,closed,in_progress,closed,agt_017
evt_0002317,tck_000555,2025-10-27 12:41,created,,open,
evt_0002318,tck_000555,2025-10-27 12:44,assigned,open,assigned,agt_009
evt_0002319,tck_000555,2025-10-28 05:23,first_response,assigned,in_progress,agt_009
evt_0002320,tck_000555,2025-10-29 08:39,escalated,in_progress,escalated,agt_009
evt_0002321,tck_000555,2025-10-30 08:20,closed,in_progress,closed,agt_009
evt_0002322,tck_000556,2025-10-27 08:40,created,,open,
evt_0002323,tck_000556,2025-10-27 09:11,assigned,open,assigned,agt_008
evt_0002324,tck_000556,2025-10-28 01:13,first_response,assigned,in_progress,agt_008
evt_0002325,tck_000556,2025-10-28 10:18,closed,in_progress,closed,agt_008
evt_0002326,tck_000557,2025-10-27 10:34,created,,open,
evt_0002327,tck_000557,2025-10-27 10:38,assigned,open,assigned,agt_009
evt_0002328,tck_000557,2025-10-27 20:34,first_response,assigned,in_progress,agt_009
evt_0002329,tck_000557,2025-10-28 21:19,closed,in_progress,resolved,agt_009
evt_0002330,tck_000558,2025-10-27 15:43,created,,open,
evt_0002331,tck_000558,2025-10-27 15:48,assigned,open,assigned,agt_017
evt_0002332,tck_000558,2025-10-28 02:52,first_response,assigned,in_progress,agt_017
evt_0002333,tck_000558,2025-10-29 11:43,escalated,in_progress,escalated,agt_017
evt_0002334,tck_000558,2025-10-30 18:42,closed,in_progress,closed,agt_017
evt_0002335,tck_000559,2025-10-27 08:42,created,,open,
evt_0002336,tck_000559,2025-10-27 08:49,assigned,open,assigned,agt_006
evt_0002337,tck_000559,2025-10-28 20:15,first_response,assigned,in_progress,agt_006
evt_0002338,tck_000559,2025-10-28 20:45,closed,in_progress,closed,agt_006
evt_0002339,tck_000560,2025-10-27 08:28,created,,open,
evt_0002340,tck_000560,2025-10-27 08:39,assigned,open,assigned,agt_008
evt_0002341,tck_000560,2025-10-27 16:55,first_response,assigned,in_progress,agt_008
evt_0002342,tck_000560,2025-10-27 19:22,closed,in_progress,resolved,agt_008
evt_0002343,tck_000561,2025-10-27 12:50,created,,open,
evt_0002344,tck_000561,2025-10-27 13:27,assigned,open,assigned,agt_004
evt_0002345,tck_000561,2025-10-28 06:11,first_response,assigned,in_progress,agt_004
evt_0002346,tck_000561,2025-10-28 17:41,closed,in_progress,closed,agt_004
evt_0002347,tck_000562,2025-10-27 15:47,created,,open,
evt_0002348,tck_000562,2025-10-27 15:57,assigned,open,assigned,agt_009
evt_0002349,tck_000562,2025-10-28 03:59,first_response,assigned,in_progress,agt_009
evt_0002350,tck_000562,2025-10-28 19:23,closed,in_progress,closed,agt_009
evt_0002351,tck_000563,2025-10-27 10:09,created,,open,
evt_0002352,tck_000563,2025-10-27 10:20,assigned,open,assigned,agt_017
evt_0002353,tck_000563,2025-10-28 04:23,first_response,assigned,in_progress,agt_017
evt_0002354,tck_000563,2025-10-28 23:22,closed,in_progress,closed,agt_017
evt_0002355,tck_000564,2025-10-28 08:37,created,,open,
evt_0002356,tck_000564,2025-10-28 08:51,assigned,open,assigned,agt_001
evt_0002357,tck_000564,2025-10-28 17:39,first_response,assigned,in_progress,agt_001
evt_0002358,tck_000564,2025-10-28 18:09,closed,in_progress,closed,agt_001
evt_0002359,tck_000565,2025-10-28 16:28,created,,open,
evt_0002360,tck_000565,2025-10-28 16:31,assigned,open,assigned,agt_006
evt_0002361,tck_000565,2025-10-30 01:57,first_response,assigned,in_progress,agt_006
evt_0002362,tck_000565,2025-10-30 02:27,closed,in_progress,closed,agt_006
evt_0002363,tck_000566,2025-10-28 10:36,created,,open,
evt_0002364,tck_000566,2025-10-28 10:47,assigned,open,assigned,agt_015
evt_0002365,tck_000566,2025-10-29 02:22,first_response,assigned,in_progress,agt_015
evt_0002366,tck_000566,2025-10-30 01:30,closed,in_progress,closed,agt_015
evt_0002367,tck_000567,2025-10-28 21:38,created,,open,
evt_0002368,tck_000567,2025-10-28 21:47,assigned,open,assigned,agt_018
evt_0002369,tck_000567,2025-10-29 08:00,first_response,assigned,in_progress,agt_018
evt_0002370,tck_000567,2025-10-30 00:55,escalated,in_progress,escalated,agt_018
evt_0002371,tck_000567,2025-10-30 15:36,closed,in_progress,closed,agt_018
evt_0002372,tck_000568,2025-10-28 08:06,created,,open,
evt_0002373,tck_000568,2025-10-28 08:11,assigned,open,assigned,agt_001
evt_0002374,tck_000568,2025-10-28 12:29,first_response,assigned,in_progress,agt_001
evt_0002375,tck_000568,2025-10-29 09:57,closed,in_progress,closed,agt_001
evt_0002376,tck_000569,2025-10-28 13:03,created,,open,
evt_0002377,tck_000569,2025-10-28 13:12,assigned,open,assigned,agt_017
evt_0002378,tck_000569,2025-10-29 05:54,first_response,assigned,in_progress,agt_017
evt_0002379,tck_000569,2025-10-30 01:47,closed,in_progress,closed,agt_017
evt_0002380,tck_000570,2025-10-28 04:50,created,,open,
evt_0002381,tck_000570,2025-10-28 05:33,assigned,open,assigned,agt_016
evt_0002382,tck_000570,2025-10-28 10:23,first_response,assigned,in_progress,agt_016
evt_0002383,tck_000570,2025-10-28 23:50,escalated,in_progress,escalated,agt_016
evt_0002384,tck_000570,2025-10-30 05:24,closed,in_progress,closed,agt_016
evt_0002385,tck_000571,2025-10-28 16:10,created,,open,
evt_0002386,tck_000571,2025-10-28 16:37,assigned,open,assigned,agt_004
evt_0002387,tck_000571,2025-10-29 02:15,first_response,assigned,in_progress,agt_004
evt_0002388,tck_000571,2025-10-29 08:02,closed,in_progress,closed,agt_004
evt_0002389,tck_000572,2025-10-28 23:06,created,,open,
evt_0002390,tck_000572,2025-10-28 23:14,assigned,open,assigned,agt_003
evt_0002391,tck_000572,2025-10-29 01:00,first_response,assigned,in_progress,agt_003
evt_0002392,tck_000572,2025-10-29 08:06,escalated,in_progress,escalated,agt_003
evt_0002393,tck_000572,2025-10-30 01:34,closed,in_progress,closed,agt_003
evt_0002394,tck_000573,2025-10-28 14:22,created,,open,
evt_0002395,tck_000573,2025-10-28 14:33,assigned,open,assigned,agt_005
evt_0002396,tck_000573,2025-10-28 21:03,first_response,assigned,in_progress,agt_005
evt_0002397,tck_000573,2025-10-29 14:01,closed,in_progress,closed,agt_005
evt_0002398,tck_000574,2025-10-28 12:39,created,,open,
evt_0002399,tck_000574,2025-10-28 12:58,assigned,open,assigned,agt_011
evt_0002400,tck_000574,2025-10-28 13:17,first_response,assigned,in_progress,agt_011
evt_0002401,tck_000574,2025-10-28 21:39,escalated,in_progress,escalated,agt_011
evt_0002402,tck_000574,2025-10-29 10:17,closed,in_progress,closed,agt_011
evt_0002403,tck_000575,2025-10-28 17:44,created,,open,
evt_0002404,tck_000575,2025-10-28 18:16,assigned,open,assigned,agt_008
evt_0002405,tck_000575,2025-10-28 19:16,first_response,assigned,in_progress,agt_008
evt_0002406,tck_000575,2025-10-28 22:14,closed,in_progress,closed,agt_008
evt_0002407,tck_000576,2025-10-28 08:59,created,,open,
evt_0002408,tck_000576,2025-10-28 09:15,assigned,open,assigned,agt_005
evt_0002409,tck_000576,2025-10-28 17:32,first_response,assigned,in_progress,agt_005
evt_0002410,tck_000576,2025-10-29 00:08,closed,in_progress,closed,agt_005
evt_0002411,tck_000577,2025-10-28 12:40,created,,open,
evt_0002412,tck_000577,2025-10-28 12:54,assigned,open,assigned,agt_008
evt_0002413,tck_000577,2025-10-28 19:10,first_response,assigned,in_progress,agt_008
evt_0002414,tck_000577,2025-10-29 02:32,closed,in_progress,closed,agt_008
evt_0002415,tck_000578,2025-10-28 18:33,created,,open,
evt_0002416,tck_000578,2025-10-28 19:06,assigned,open,assigned,agt_004
evt_0002417,tck_000578,2025-10-30 02:23,first_response,assigned,in_progress,agt_004
evt_0002418,tck_000578,2025-10-30 14:53,closed,in_progress,resolved,agt_004
evt_0002419,tck_000579,2025-10-28 15:24,created,,open,
evt_0002420,tck_000579,2025-10-28 15:47,assigned,open,assigned,agt_005
evt_0002421,tck_000579,2025-10-29 08:46,first_response,assigned,in_progress,agt_005
evt_0002422,tck_000579,2025-10-29 18:01,closed,in_progress,closed,agt_005
evt_0002423,tck_000580,2025-10-28 17:43,created,,open,
evt_0002424,tck_000580,2025-10-28 17:52,assigned,open,assigned,agt_002
evt_0002425,tck_000580,2025-10-28 20:16,first_response,assigned,in_progress,agt_002
evt_0002426,tck_000580,2025-10-29 06:12,closed,in_progress,resolved,agt_002
evt_0002427,tck_000581,2025-10-28 14:13,created,,open,
evt_0002428,tck_000581,2025-10-28 14:49,assigned,open,assigned,agt_004
evt_0002429,tck_000581,2025-10-28 17:22,first_response,assigned,in_progress,agt_004
evt_0002430,tck_000581,2025-10-29 05:46,closed,in_progress,closed,agt_004
evt_0002431,tck_000582,2025-10-28 14:10,created,,open,
evt_0002432,tck_000582,2025-10-28 14:52,assigned,open,assigned,agt_014
evt_0002433,tck_000582,2025-10-29 05:48,first_response,assigned,in_progress,agt_014
evt_0002434,tck_000582,2025-10-31 02:27,escalated,in_progress,escalated,agt_014
evt_0002435,tck_000582,2025-11-01 10:56,closed,in_progress,closed,agt_014
evt_0002436,tck_000583,2025-10-28 07:01,created,,open,
evt_0002437,tck_000583,2025-10-28 07:06,assigned,open,assigned,agt_013
evt_0002438,tck_000583,2025-10-28 14:30,first_response,assigned,in_progress,agt_013
evt_0002439,tck_000583,2025-10-28 21:01,escalated,in_progress,escalated,agt_013
evt_0002440,tck_000583,2025-10-29 08:46,closed,in_progress,closed,agt_013
evt_0002441,tck_000584,2025-10-28 08:54,created,,open,
evt_0002442,tck_000584,2025-10-28 08:57,assigned,open,assigned,agt_006
evt_0002443,tck_000584,2025-10-28 12:37,first_response,assigned,in_progress,agt_006
evt_0002444,tck_000584,2025-10-28 17:57,closed,in_progress,closed,agt_006
evt_0002445,tck_000585,2025-10-28 10:57,created,,open,
evt_0002446,tck_000585,2025-10-28 11:38,assigned,open,assigned,agt_012
evt_0002447,tck_000585,2025-10-28 19:39,first_response,assigned,in_progress,agt_012
evt_0002448,tck_000585,2025-10-29 01:18,escalated,in_progress,escalated,agt_012
evt_0002449,tck_000585,2025-10-29 09:02,closed,in_progress,closed,agt_012
evt_0002450,tck_000586,2025-10-28 11:39,created,,open,
evt_0002451,tck_000586,2025-10-28 11:53,assigned,open,assigned,agt_003
evt_0002452,tck_000586,2025-10-31 06:38,first_response,assigned,in_progress,agt_003
evt_0002453,tck_000586,2025-11-02 08:12,closed,in_progress,closed,agt_003
evt_0002454,tck_000587,2025-10-28 08:07,created,,open,
evt_0002455,tck_000587,2025-10-28 08:15,assigned,open,assigned,agt_015
evt_0002456,tck_000587,2025-10-29 09:14,first_response,assigned,in_progress,agt_015
evt_0002457,tck_000587,2025-10-29 21:07,escalated,in_progress,escalated,agt_015
evt_0002458,tck_000587,2025-11-01 13:05,closed,in_progress,closed,agt_015
evt_0002459,tck_000588,2025-10-28 13:05,created,,open,
evt_0002460,tck_000588,2025-10-28 13:22,assigned,open,assigned,agt_004
evt_0002461,tck_000588,2025-10-29 08:51,first_response,assigned,in_progress,agt_004
evt_0002462,tck_000588,2025-10-30 07:12,closed,in_progress,closed,agt_004
evt_0002463,tck_000589,2025-10-28 16:42,created,,open,
evt_0002464,tck_000589,2025-10-28 16:51,assigned,open,assigned,agt_004
evt_0002465,tck_000589,2025-10-29 03:05,first_response,assigned,in_progress,agt_004
evt_0002466,tck_000589,2025-10-29 19:19,closed,in_progress,closed,agt_004
evt_0002467,tck_000590,2025-10-28 15:24,created,,open,
evt_0002468,tck_000590,2025-10-28 16:09,assigned,open,assigned,agt_005
evt_0002469,tck_000590,2025-10-30 12:10,first_response,assigned,in_progress,agt_005
evt_0002470,tck_000590,2025-10-30 12:40,closed,in_progress,resolved,agt_005
evt_0002471,tck_000591,2025-10-28 13:39,created,,open,
evt_0002472,tck_000591,2025-10-28 14:05,assigned,open,assigned,agt_007
evt_0002473,tck_000591,2025-10-29 00:39,first_response,assigned,in_progress,agt_007
evt_0002474,tck_000591,2025-10-29 01:09,closed,in_progress,closed,agt_007
evt_0002475,tck_000592,2025-10-28 20:17,created,,open,
evt_0002476,tck_000592,2025-10-28 20:45,assigned,open,assigned,agt_004
evt_0002477,tck_000592,2025-10-29 11:17,first_response,assigned,in_progress,agt_004
evt_0002478,tck_000592,2025-10-30 03:26,closed,in_progress,closed,agt_004
evt_0002479,tck_000593,2025-10-28 21:06,created,,open,
evt_0002480,tck_000593,2025-10-28 21:26,assigned,open,assigned,agt_012
evt_0002481,tck_000593,2025-10-30 19:47,first_response,assigned,in_progress,agt_012
evt_0002482,tck_000593,2025-10-30 20:17,closed,in_progress,closed,agt_012
evt_0002483,tck_000594,2025-10-28 11:40,created,,open,
evt_0002484,tck_000594,2025-10-28 12:16,assigned,open,assigned,agt_009
evt_0002485,tck_000594,2025-10-29 10:41,first_response,assigned,in_progress,agt_009
evt_0002486,tck_000594,2025-10-29 11:11,closed,in_progress,resolved,agt_009
evt_0002487,tck_000595,2025-10-28 11:04,created,,open,
evt_0002488,tck_000595,2025-10-28 11:28,assigned,open,assigned,agt_016
evt_0002489,tck_000595,2025-10-29 16:23,first_response,assigned,in_progress,agt_016
evt_0002490,tck_000596,2025-10-28 10:13,created,,open,
evt_0002491,tck_000596,2025-10-28 10:42,assigned,open,assigned,agt_001
evt_0002492,tck_000596,2025-10-29 02:23,first_response,assigned,in_progress,agt_001
evt_0002493,tck_000596,2025-10-29 08:27,closed,in_progress,closed,agt_001
evt_0002494,tck_000597,2025-10-29 13:02,created,,open,
evt_0002495,tck_000597,2025-10-29 13:46,assigned,open,assigned,agt_005
evt_0002496,tck_000597,2025-10-30 15:12,first_response,assigned,in_progress,agt_005
evt_0002497,tck_000597,2025-10-30 15:42,closed,in_progress,closed,agt_005
evt_0002498,tck_000598,2025-10-29 21:02,created,,open,
evt_0002499,tck_000598,2025-10-29 21:25,assigned,open,assigned,agt_008
evt_0002500,tck_000598,2025-10-30 21:57,first_response,assigned,in_progress,agt_008
evt_0002501,tck_000598,2025-10-30 22:27,closed,in_progress,closed,agt_008
evt_0002502,tck_000599,2025-10-29 15:58,created,,open,
evt_0002503,tck_000599,2025-10-29 16:28,assigned,open,assigned,agt_006
evt_0002504,tck_000599,2025-10-30 02:07,first_response,assigned,in_progress,agt_006
evt_0002505,tck_000599,2025-10-30 13:50,closed,in_progress,closed,agt_006
evt_0002506,tck_000600,2025-10-29 13:00,created,,open,
evt_0002507,tck_000600,2025-10-29 13:20,assigned,open,assigned,agt_017
evt_0002508,tck_000600,2025-10-30 01:39,first_response,assigned,in_progress,agt_017
evt_0002509,tck_000600,2025-10-30 17:02,closed,in_progress,closed,agt_017
evt_0002510,tck_000601,2025-10-29 08:37,created,,open,
evt_0002511,tck_000601,2025-10-29 09:10,assigned,open,assigned,agt_009
evt_0002512,tck_000601,2025-10-29 12:19,first_response,assigned,in_progress,agt_009
evt_0002513,tck_000601,2025-10-29 14:22,closed,in_progress,closed,agt_009
evt_0002514,tck_000602,2025-10-29 18:42,created,,open,
evt_0002515,tck_000602,2025-10-29 19:27,assigned,open,assigned,agt_003
evt_0002516,tck_000602,2025-11-01 22:34,first_response,assigned,in_progress,agt_003
evt_0002517,tck_000602,2025-11-01 23:04,closed,in_progress,closed,agt_003
evt_0002518,tck_000603,2025-10-29 14:33,created,,open,
evt_0002519,tck_000603,2025-10-29 15:04,assigned,open,assigned,agt_001
evt_0002520,tck_000603,2025-10-29 19:49,first_response,assigned,in_progress,agt_001
evt_0002521,tck_000603,2025-10-30 07:33,escalated,in_progress,escalated,agt_001
evt_0002522,tck_000603,2025-10-31 19:39,closed,in_progress,closed,agt_001
evt_0002523,tck_000604,2025-10-29 08:19,created,,open,
evt_0002524,tck_000604,2025-10-29 08:23,assigned,open,assigned,agt_009
evt_0002525,tck_000604,2025-10-30 17:25,first_response,assigned,in_progress,agt_009
evt_0002526,tck_000604,2025-10-30 17:55,closed,in_progress,closed,agt_009
evt_0002527,tck_000605,2025-10-29 10:59,created,,open,
evt_0002528,tck_000605,2025-10-29 11:05,assigned,open,assigned,agt_009
evt_0002529,tck_000605,2025-10-30 17:49,first_response,assigned,in_progress,agt_009
evt_0002530,tck_000605,2025-10-30 18:19,closed,in_progress,closed,agt_009
evt_0002531,tck_000606,2025-10-29 14:33,created,,open,
evt_0002532,tck_000606,2025-10-29 15:12,assigned,open,assigned,agt_005
evt_0002533,tck_000606,2025-10-30 06:43,first_response,assigned,in_progress,agt_005
evt_0002534,tck_000606,2025-10-30 14:31,closed,in_progress,resolved,agt_005
evt_0002535,tck_000607,2025-10-29 16:25,created,,open,
evt_0002536,tck_000607,2025-10-29 17:06,assigned,open,assigned,agt_004
evt_0002537,tck_000607,2025-10-30 18:19,first_response,assigned,in_progress,agt_004
evt_0002538,tck_000607,2025-11-04 04:24,closed,in_progress,closed,agt_004
evt_0002539,tck_000608,2025-10-29 16:54,created,,open,
evt_0002540,tck_000608,2025-10-29 17:06,assigned,open,assigned,agt_004
evt_0002541,tck_000608,2025-10-31 12:23,first_response,assigned,in_progress,agt_004
evt_0002542,tck_000608,2025-10-31 12:53,closed,in_progress,resolved,agt_004
evt_0002543,tck_000609,2025-10-29 18:10,created,,open,
evt_0002544,tck_000609,2025-10-29 18:31,assigned,open,assigned,agt_016
evt_0002545,tck_000609,2025-10-31 11:55,first_response,assigned,in_progress,agt_016
evt_0002546,tck_000609,2025-10-31 12:25,closed,in_progress,closed,agt_016
evt_0002547,tck_000610,2025-10-29 10:47,created,,open,
evt_0002548,tck_000610,2025-10-29 11:19,assigned,open,assigned,agt_008
evt_0002549,tck_000610,2025-10-29 20:27,first_response,assigned,in_progress,agt_008
evt_0002550,tck_000610,2025-10-30 05:53,closed,in_progress,closed,agt_008
evt_0002551,tck_000611,2025-10-29 18:57,created,,open,
evt_0002552,tck_000611,2025-10-29 19:09,assigned,open,assigned,agt_004
evt_0002553,tck_000611,2025-10-30 10:22,first_response,assigned,in_progress,agt_004
evt_0002554,tck_000611,2025-10-30 10:52,closed,in_progress,closed,agt_004
evt_0002555,tck_000612,2025-10-29 09:05,created,,open,
evt_0002556,tck_000612,2025-10-29 09:24,assigned,open,assigned,agt_014
evt_0002557,tck_000612,2025-11-02 04:24,first_response,assigned,in_progress,agt_014
evt_0002558,tck_000612,2025-11-04 04:53,closed,in_progress,closed,agt_014
evt_0002559,tck_000613,2025-10-29 10:12,created,,open,
evt_0002560,tck_000613,2025-10-29 10:33,assigned,open,assigned,agt_013
evt_0002561,tck_000613,2025-10-29 19:17,first_response,assigned,in_progress,agt_013
evt_0002562,tck_000613,2025-10-30 18:41,closed,in_progress,closed,agt_013
evt_0002563,tck_000614,2025-10-29 13:18,created,,open,
evt_0002564,tck_000614,2025-10-29 13:23,assigned,open,assigned,agt_004
evt_0002565,tck_000614,2025-10-30 13:48,first_response,assigned,in_progress,agt_004
evt_0002566,tck_000614,2025-10-30 14:18,closed,in_progress,closed,agt_004
evt_0002567,tck_000615,2025-10-29 11:53,created,,open,
evt_0002568,tck_000615,2025-10-29 12:08,assigned,open,assigned,agt_001
evt_0002569,tck_000615,2025-10-29 16:18,first_response,assigned,in_progress,agt_001
evt_0002570,tck_000615,2025-10-30 01:53,escalated,in_progress,escalated,agt_001
evt_0002571,tck_000615,2025-10-31 19:41,closed,in_progress,closed,agt_001
evt_0002572,tck_000616,2025-10-29 10:43,created,,open,
evt_0002573,tck_000616,2025-10-29 11:06,assigned,open,assigned,agt_016
evt_0002574,tck_000616,2025-10-29 18:56,first_response,assigned,in_progress,agt_016
evt_0002575,tck_000616,2025-10-30 00:51,escalated,in_progress,escalated,agt_016
evt_0002576,tck_000616,2025-10-30 08:27,closed,in_progress,closed,agt_016
evt_0002577,tck_000617,2025-10-29 09:19,created,,open,
evt_0002578,tck_000617,2025-10-29 09:50,assigned,open,assigned,agt_009
evt_0002579,tck_000617,2025-10-29 21:18,first_response,assigned,in_progress,agt_009
evt_0002580,tck_000617,2025-10-31 03:03,closed,in_progress,resolved,agt_009
evt_0002581,tck_000618,2025-10-29 12:26,created,,open,
evt_0002582,tck_000618,2025-10-29 12:47,assigned,open,assigned,agt_009
evt_0002583,tck_000618,2025-10-29 21:20,first_response,assigned,in_progress,agt_009
evt_0002584,tck_000618,2025-10-30 13:54,closed,in_progress,resolved,agt_009
evt_0002585,tck_000619,2025-10-29 16:33,created,,open,
evt_0002586,tck_000619,2025-10-29 16:39,assigned,open,assigned,agt_003
evt_0002587,tck_000619,2025-10-29 20:06,first_response,assigned,in_progress,agt_003
evt_0002588,tck_000619,2025-10-30 01:12,escalated,in_progress,escalated,agt_003
evt_0002589,tck_000619,2025-10-30 05:51,closed,in_progress,closed,agt_003
evt_0002590,tck_000620,2025-10-29 13:35,created,,open,
evt_0002591,tck_000620,2025-10-29 13:57,assigned,open,assigned,agt_004
evt_0002592,tck_000620,2025-10-30 02:53,first_response,assigned,in_progress,agt_004
evt_0002593,tck_000620,2025-10-30 03:23,closed,in_progress,closed,agt_004
evt_0002594,tck_000621,2025-10-29 07:09,created,,open,
evt_0002595,tck_000621,2025-10-29 07:19,assigned,open,assigned,agt_008
evt_0002596,tck_000621,2025-10-29 11:03,first_response,assigned,in_progress,agt_008
evt_0002597,tck_000621,2025-10-29 13:37,closed,in_progress,closed,agt_008
evt_0002598,tck_000622,2025-10-29 10:39,created,,open,
evt_0002599,tck_000622,2025-10-29 11:24,assigned,open,assigned,agt_017
evt_0002601,tck_000622,2025-10-30 15:04,escalated,in_progress,escalated,agt_017
evt_0002600,tck_000622,2025-10-31 03:13,first_response,assigned,in_progress,agt_017
evt_0002602,tck_000622,2025-10-31 06:23,closed,in_progress,closed,agt_017
evt_0002603,tck_000623,2025-10-29 10:06,created,,open,
evt_0002604,tck_000623,2025-10-29 10:10,assigned,open,assigned,agt_003
evt_0002605,tck_000623,2025-10-30 20:48,first_response,assigned,in_progress,agt_003
evt_0002606,tck_000623,2025-10-30 20:59,escalated,in_progress,escalated,agt_003
evt_0002607,tck_000623,2025-10-31 15:47,closed,in_progress,closed,agt_003
evt_0002608,tck_000624,2025-10-29 15:42,created,,open,
evt_0002609,tck_000624,2025-10-29 16:07,assigned,open,assigned,agt_001
evt_0002610,tck_000624,2025-10-31 02:03,first_response,assigned,in_progress,agt_001
evt_0002611,tck_000624,2025-10-31 15:14,closed,in_progress,resolved,agt_001
evt_0002612,tck_000625,2025-10-29 13:11,created,,open,
evt_0002613,tck_000625,2025-10-29 13:33,assigned,open,assigned,agt_006
evt_0002614,tck_000625,2025-10-29 16:26,first_response,assigned,in_progress,agt_006
evt_0002615,tck_000625,2025-10-29 23:23,closed,in_progress,closed,agt_006
evt_0002616,tck_000626,2025-10-29 14:11,created,,open,
evt_0002617,tck_000626,2025-10-29 14:51,assigned,open,assigned,agt_013
evt_0002618,tck_000626,2025-11-02 03:38,first_response,assigned,in_progress,agt_013
evt_0002619,tck_000626,2025-11-03 10:43,closed,in_progress,closed,agt_013
evt_0002620,tck_000627,2025-10-29 08:06,created,,open,
evt_0002621,tck_000627,2025-10-29 08:15,assigned,open,assigned,agt_016
evt_0002622,tck_000627,2025-10-30 10:35,first_response,assigned,in_progress,agt_016
evt_0002623,tck_000627,2025-10-31 06:22,escalated,in_progress,escalated,agt_016
evt_0002624,tck_000627,2025-11-01 07:17,closed,in_progress,closed,agt_016
evt_0002625,tck_000628,2025-10-29 07:39,created,,open,
evt_0002626,tck_000628,2025-10-29 07:48,assigned,open,assigned,agt_009
evt_0002627,tck_000628,2025-10-31 00:40,first_response,assigned,in_progress,agt_009
evt_0002628,tck_000628,2025-10-31 01:10,closed,in_progress,closed,agt_009
evt_0002629,tck_000629,2025-10-30 10:12,created,,open,
evt_0002630,tck_000629,2025-10-30 10:57,assigned,open,assigned,agt_015
evt_0002631,tck_000629,2025-10-31 03:17,first_response,assigned,in_progress,agt_015
evt_0002632,tck_000629,2025-10-31 16:54,closed,in_progress,closed,agt_015
evt_0002633,tck_000630,2025-10-30 14:55,created,,open,
evt_0002634,tck_000630,2025-10-30 15:37,assigned,open,assigned,agt_004
evt_0002635,tck_000630,2025-10-31 03:12,first_response,assigned,in_progress,agt_004
evt_0002636,tck_000630,2025-10-31 21:35,closed,in_progress,closed,agt_004
evt_0002637,tck_000631,2025-10-30 18:36,created,,open,
evt_0002638,tck_000631,2025-10-30 18:57,assigned,open,assigned,agt_010
evt_0002639,tck_000631,2025-10-30 23:01,first_response,assigned,in_progress,agt_010
evt_0002640,tck_000631,2025-10-31 04:07,closed,in_progress,closed,agt_010
evt_0002641,tck_000632,2025-10-30 21:04,created,,open,
evt_0002642,tck_000632,2025-10-30 21:44,assigned,open,assigned,agt_013
evt_0002643,tck_000632,2025-11-01 12:29,first_response,assigned,in_progress,agt_013
evt_0002644,tck_000632,2025-11-02 19:26,closed,in_progress,closed,agt_013
evt_0002645,tck_000633,2025-10-30 10:21,created,,open,
evt_0002646,tck_000633,2025-10-30 10:26,assigned,open,assigned,agt_005
evt_0002647,tck_000633,2025-10-30 12:14,first_response,assigned,in_progress,agt_005
evt_0002648,tck_000633,2025-10-30 19:01,closed,in_progress,closed,agt_005
evt_0002649,tck_000634,2025-10-30 18:30,created,,open,
evt_0002650,tck_000634,2025-10-30 18:34,assigned,open,assigned,agt_016
evt_0002651,tck_000634,2025-11-02 12:22,first_response,assigned,in_progress,agt_016
evt_0002652,tck_000634,2025-11-03 02:39,closed,in_progress,closed,agt_016
evt_0002653,tck_000635,2025-10-30 11:43,created,,open,
evt_0002654,tck_000635,2025-10-30 12:14,assigned,open,assigned,agt_012
evt_0002655,tck_000635,2025-11-01 16:23,first_response,assigned,in_progress,agt_012
evt_0002656,tck_000635,2025-11-03 01:13,closed,in_progress,closed,agt_012
evt_0002657,tck_000636,2025-10-30 19:15,created,,open,
evt_0002658,tck_000636,2025-10-30 19:18,assigned,open,assigned,agt_002
evt_0002659,tck_000636,2025-10-31 00:35,first_response,assigned,in_progress,agt_002
evt_0002660,tck_000636,2025-10-31 01:05,closed,in_progress,closed,agt_002
evt_0002661,tck_000637,2025-10-30 10:20,created,,open,
evt_0002662,tck_000637,2025-10-30 10:30,assigned,open,assigned,agt_009
evt_0002663,tck_000637,2025-10-31 07:04,first_response,assigned,in_progress,agt_009
evt_0002664,tck_000637,2025-10-31 17:02,closed,in_progress,closed,agt_009
evt_0002665,tck_000638,2025-10-30 17:57,created,,open,
evt_0002666,tck_000638,2025-10-30 18:32,assigned,open,assigned,agt_006
evt_0002667,tck_000638,2025-11-01 04:09,first_response,assigned,in_progress,agt_006
evt_0002668,tck_000638,2025-11-01 23:38,closed,in_progress,closed,agt_006
evt_0002669,tck_000639,2025-10-30 07:58,created,,open,
evt_0002670,tck_000639,2025-10-30 08:16,assigned,open,assigned,agt_003
evt_0002671,tck_000639,2025-10-30 12:53,first_response,assigned,in_progress,agt_003
evt_0002672,tck_000639,2025-10-30 20:49,closed,in_progress,closed,agt_003
evt_0002673,tck_000640,2025-10-30 05:17,created,,open,
evt_0002674,tck_000640,2025-10-30 05:48,assigned,open,assigned,agt_009
evt_0002675,tck_000640,2025-10-30 19:06,first_response,assigned,in_progress,agt_009
evt_0002676,tck_000640,2025-11-01 06:17,escalated,in_progress,escalated,agt_009
evt_0002677,tck_000641,2025-10-30 10:34,created,,open,
evt_0002678,tck_000641,2025-10-30 11:04,assigned,open,assigned,agt_001
evt_0002679,tck_000641,2025-10-30 20:08,first_response,assigned,in_progress,agt_001
evt_0002680,tck_000641,2025-10-30 20:49,closed,in_progress,closed,agt_001
