ticket_id,created_at,first_response_at,closed_at,status,priority,category,channel,agent_id,department_id,customer_segment_id,sla_target_hours,sla_breached,first_response_hours,resolution_hours,satisfaction_score
tck_000709,2025-11-02 07:25,2025-11-03 00:49,2025-11-04 11:14,closed,medium,data export,chat,agt_016,dep_05,seg_03,48,1,17.40,51.83,3.2
tck_000710,2025-11-02 13:32,2025-11-03 03:50,2025-11-04 13:41,closed,medium,onboarding help,portal,agt_010,dep_03,seg_03,48,1,14.31,48.15,3.8
tck_000711,2025-11-03 15:06,2025-11-04 18:29,2025-11-09 16:09,closed,low,integration issue,portal,agt_015,dep_05,seg_04,115,1,27.39,145.06,4.1
tck_000712,2025-11-03 04:39,2025-11-03 14:37,2025-11-04 15:30,closed,medium,invoice dispute,chat,agt_005,dep_02,seg_01,36,0,9.97,34.86,5.0
tck_000713,2025-11-03 09:30,2025-11-04 00:48,2025-11-04 21:15,closed,low,billing question,chat,agt_006,dep_02,seg_04,115,0,15.31,35.77,4.3
tck_000714,2025-11-03 17:53,2025-11-04 05:16,2025-11-04 14:00,closed,low,billing question,chat,agt_006,dep_02,seg_01,72,0,11.39,20.12,4.9
tck_000715,2025-11-03 17:46,2025-11-04 10:36,2025-11-05 03:01,closed,medium,onboarding help,email,agt_018,dep_03,seg_04,57,0,16.84,33.25,4.0
tck_000716,2025-11-03 16:23,2025-11-03 19:41,2025-11-04 00:18,closed,high,login access,chat,agt_017,dep_01,seg_04,21,0,3.31,7.93,4.9
tck_000717,2025-11-03 10:17,2025-11-04 05:47,2025-11-04 06:17,closed,medium,onboarding help,email,agt_009,dep_03,seg_03,48,0,19.52,20.02,4.4
tck_000718,2025-11-03 16:43,2025-11-04 00:28,2025-11-05 00:49,closed,medium,onboarding help,chat,agt_009,dep_03,seg_03,48,0,7.75,32.11,4.5
tck_000719,2025-11-03 18:33,2025-11-04 09:54,2025-11-04 10:24,closed,low,billing question,chat,agt_006,dep_02,seg_01,72,0,15.35,15.85,4.8
tck_000720,2025-11-03 13:30,2025-11-04 10:04,2025-11-04 10:34,closed,medium,billing question,portal,agt_007,dep_02,seg_05,64,0,20.58,21.08,4.7
tck_000721,2025-11-03 17:50,2025-11-04 06:18,2025-11-04 06:48,closed,medium,billing question,email,agt_007,dep_02,seg_03,48,0,12.48,12.98,4.2
tck_000722,2025-11-03 07:51,2025-11-03 16:16,2025-11-04 00:05,closed,low,billing question,phone,agt_006,dep_02,seg_05,129,0,8.42,16.25,4.5
tck_000723,2025-11-03 16:58,2025-11-03 18:22,2025-11-03 23:10,closed,critical,bug report,email,agt_004,dep_01,seg_02,7,0,1.40,6.22,4.4
tck_000724,2025-11-03 12:30,2025-11-04 08:29,2025-11-04 17:49,closed,low,feature request,email,agt_009,dep_03,seg_04,115,0,19.99,29.32,4.8
tck_000725,2025-11-03 00:48,2025-11-04 02:52,2025-11-04 20:53,closed,low,onboarding help,portal,agt_009,dep_03,seg_04,115,0,26.07,44.09,4.5
tck_000726,2025-11-03 10:28,2025-11-03 22:42,2025-11-04 12:03,closed,high,bug report,email,agt_003,dep_01,seg_02,16,1,12.25,25.59,3.7
tck_000727,2025-11-03 09:32,2025-11-03 18:29,2025-11-04 21:34,closed,medium,invoice dispute,portal,agt_007,dep_02,seg_02,43,0,8.96,36.05,5.0
tck_000728,2025-11-03 15:20,2025-11-06 06:01,2025-11-07 06:37,closed,low,bug report,email,agt_001,dep_01,seg_02,86,1,62.69,87.29,3.9
tck_000729,2025-11-03 14:48,2025-11-04 02:53,2025-11-04 09:28,closed,medium,bug report,email,agt_002,dep_01,seg_04,57,0,12.09,18.68,4.4
tck_000730,2025-11-03 04:27,2025-11-04 19:43,2025-11-05 01:23,closed,low,feature request,email,agt_018,dep_03,seg_03,96,0,39.28,44.94,4.7
tck_000731,2025-11-03 20:49,2025-11-04 22:19,2025-11-07 12:23,closed,medium,bug report,chat,agt_017,dep_01,seg_05,64,1,25.51,87.57,3.2
tck_000732,2025-11-03 10:30,2025-11-04 00:21,2025-11-04 15:49,closed,low,login access,chat,agt_003,dep_01,seg_02,86,0,13.86,29.33,4.8
tck_000733,2025-11-03 15:08,2025-11-04 12:40,2025-11-08 00:15,closed,medium,bug report,chat,agt_017,dep_01,seg_03,48,1,21.55,105.12,3.3
tck_000734,2025-11-03 09:45,2025-11-04 03:44,2025-11-05 08:06,closed,low,onboarding help,email,agt_009,dep_03,seg_02,86,0,17.99,46.35,4.8
tck_000735,2025-11-03 10:34,2025-11-04 09:46,2025-11-07 17:01,resolved,medium,integration issue,social,agt_016,dep_05,seg_05,64,1,23.20,102.46,3.2
tck_000736,2025-11-03 14:12,2025-11-03 23:33,2025-11-04 00:26,resolved,high,billing question,email,agt_007,dep_02,seg_04,21,0,9.36,10.25,4.5
tck_000737,2025-11-03 20:56,2025-11-04 12:14,2025-11-04 14:40,closed,medium,bug report,portal,agt_004,dep_01,seg_03,48,0,15.31,17.75,4.2
tck_000738,2025-11-03 14:12,2025-11-03 21:22,2025-11-05 06:04,closed,high,bug report,phone,agt_004,dep_01,seg_05,24,1,7.18,39.87,3.2
tck_000739,2025-11-03 09:58,2025-11-04 01:31,2025-11-05 00:40,closed,medium,abuse report,email,agt_013,dep_04,seg_02,43,0,15.55,38.70,4.5
tck_000740,2025-11-03 17:05,2025-11-05 13:09,2025-11-06 11:36,closed,medium,integration issue,email,agt_014,dep_05,seg_02,43,1,44.08,66.53,4.0
tck_000741,2025-11-03 11:16,2025-11-04 01:00,2025-11-04 01:30,resolved,medium,onboarding help,social,agt_018,dep_03,seg_02,43,0,13.74,14.24,4.6
tck_000742,2025-11-03 10:44,2025-11-03 11:31,2025-11-04 01:57,closed,critical,integration issue,chat,agt_016,dep_05,seg_04,9,1,0.80,15.23,2.8
tck_000743,2025-11-03 12:02,2025-11-06 05:33,2025-11-06 06:03,closed,low,feature request,chat,agt_008,dep_03,seg_01,72,0,65.53,66.03,4.4
tck_000744,2025-11-03 08:10,2025-11-03 13:41,,open,high,data export,email,agt_016,dep_05,seg_04,21,1,5.53,5031.82,
tck_000745,2025-11-03 11:38,2025-11-04 22:37,2025-11-04 23:07,closed,low,feature request,phone,agt_008,dep_03,seg_04,115,0,35.00,35.50,5.0
tck_000746,2025-11-03 15:19,2025-11-03 19:13,2025-11-04 03:16,resolved,high,data export,email,agt_015,dep_05,seg_03,18,0,3.91,11.96,4.9
tck_000747,2025-11-03 09:08,2025-11-04 01:18,2025-11-05 00:49,closed,medium,onboarding help,phone,agt_008,dep_03,seg_04,57,0,16.18,39.70,4.3
tck_000748,2025-11-03 13:36,2025-11-04 15:43,2025-11-05 00:06,closed,medium,bug report,social,agt_004,dep_01,seg_02,43,0,26.13,34.51,4.4
tck_000749,2025-11-03 17:15,2025-11-03 20:11,2025-11-04 11:43,closed,high,invoice dispute,email,agt_006,dep_02,seg_05,24,0,2.95,18.48,4.6
tck_000750,2025-11-03 15:32,2025-11-04 14:36,2025-11-05 18:28,closed,medium,data export,chat,agt_015,dep_05,seg_02,43,1,23.08,50.95,3.2
tck_000751,2025-11-03 16:27,2025-11-04 07:47,2025-11-04 18:06,closed,low,billing question,portal,agt_005,dep_02,seg_04,115,0,15.35,25.66,4.9
tck_000752,2025-11-03 17:56,2025-11-03 23:08,2025-11-04 01:11,closed,high,billing question,social,agt_005,dep_02,seg_05,24,0,5.21,7.27,4.4
tck_000753,2025-11-03 09:10,2025-11-03 16:46,2025-11-04 12:46,closed,medium,login access,portal,agt_017,dep_01,seg_03,48,0,7.60,27.61,5.0
tck_000754,2025-11-04 11:33,2025-11-06 03:13,2025-11-06 09:35,resolved,low,integration issue,social,agt_014,dep_05,seg_01,72,0,39.67,46.04,4.1
tck_000755,2025-11-04 21:15,2025-11-05 18:29,2025-11-05 22:03,closed,low,onboarding help,email,agt_018,dep_03,seg_03,96,0,21.24,24.82,4.1
tck_000756,2025-11-04 20:09,2025-11-05 17:00,2025-11-06 03:03,closed,low,data export,email,agt_015,dep_05,seg_04,115,0,20.86,30.92,4.1
tck_000757,2025-11-04 12:04,2025-11-05 04:45,2025-11-05 12:40,closed,medium,billing question,email,agt_007,dep_02,seg_02,43,0,16.69,24.61,4.6
tck_000758,2025-11-04 14:23,2025-11-05 20:14,2025-11-06 02:28,closed,low,onboarding help,social,agt_010,dep_03,seg_01,72,0,29.85,36.08,5.0
tck_000759,2025-11-04 02:45,2025-11-04 23:19,2025-11-05 12:59,closed,medium,invoice dispute,email,agt_005,dep_02,seg_03,48,0,20.57,34.24,4.1
tck_000760,2025-11-04 11:38,2025-11-04 16:03,2025-11-04 17:38,closed,high,billing question,chat,agt_007,dep_02,seg_02,16,0,4.43,6.01,5.0
tck_000761,2025-11-04 20:52,2025-11-05 11:13,2025-11-05 11:43,closed,high,integration issue,chat,agt_015,dep_05,seg_04,21,0,14.36,14.86,4.0
tck_000762,2025-11-04 17:16,2025-11-05 20:40,2025-11-05 21:10,closed,low,abuse report,phone,agt_012,dep_04,seg_05,129,0,27.40,27.90,4.2
tck_000763,2025-11-04 11:52,2025-11-04 14:56,2025-11-04 22:46,closed,high,bug report,email,agt_002,dep_01,seg_03,18,0,3.07,10.91,4.1
tck_000764,2025-11-04 14:40,2025-11-05 00:58,2025-11-05 07:49,closed,medium,bug report,email,agt_002,dep_01,seg_04,57,0,10.31,17.16,5.0
tck_000765,2025-11-04 14:48,2025-11-06 00:31,2025-11-07 03:56,closed,low,bug report,phone,agt_004,dep_01,seg_03,96,0,33.72,61.15,4.2
tck_000766,2025-11-04 19:06,2025-11-09 11:10,2025-11-09 11:40,closed,low,integration issue,chat,agt_014,dep_05,seg_03,96,1,112.08,112.58,4.2
tck_000767,2025-11-04 15:13,2025-11-04 17:38,2025-11-05 00:50,resolved,high,billing question,email,agt_005,dep_02,seg_05,24,0,2.43,9.63,5.0
tck_000768,2025-11-04 22:47,2025-11-05 01:50,2025-11-05 16:10,closed,high,integration issue,portal,agt_016,dep_05,seg_03,18,0,3.06,17.39,4.7
tck_000769,2025-11-04 10:34,2025-11-04 12:35,2025-11-05 13:53,closed,critical,integration issue,phone,agt_016,dep_05,seg_01,6,1,2.03,27.32,2.3
tck_000770,2025-11-04 12:36,2025-11-05 07:35,2025-11-05 08:05,resolved,medium,onboarding help,chat,agt_018,dep_03,seg_03,48,0,18.99,19.49,5.0
tck_000771,2025-11-04 07:46,2025-11-04 15:51,2025-11-05 05:21,closed,medium,login access,email,agt_004,dep_01,seg_04,57,0,8.09,21.59,4.7
tck_000772,2025-11-04 14:56,2025-11-05 06:21,2025-11-07 09:31,closed,medium,bug report,portal,agt_002,dep_01,seg_03,48,1,15.43,66.60,3.5
tck_000773,2025-11-04 14:48,2025-11-05 10:24,2025-11-05 10:54,closed,medium,invoice dispute,portal,agt_005,dep_02,seg_03,48,0,19.61,20.11,4.2
tck_000774,2025-11-04 09:27,2025-11-05 22:05,2025-11-05 22:35,resolved,medium,integration issue,email,agt_014,dep_05,seg_04,57,0,36.63,37.13,4.3
tck_000775,2025-11-04 11:10,2025-11-04 23:28,2025-11-04 23:58,closed,low,billing question,social,agt_005,dep_02,seg_03,96,0,12.30,12.80,4.5
tck_000776,2025-11-04 11:55,2025-11-06 02:11,2025-11-06 07:35,closed,low,data export,email,agt_014,dep_05,seg_03,96,0,38.27,43.68,4.7
tck_000777,2025-11-04 17:19,2025-11-05 23:18,2025-11-05 23:48,closed,low,login access,social,agt_017,dep_01,seg_03,96,0,29.99,30.49,4.3
tck_000778,2025-11-04 12:07,2025-11-04 19:31,2025-11-05 07:55,closed,high,abuse report,chat,agt_012,dep_04,seg_05,24,0,7.41,19.81,4.4
tck_000779,2025-11-04 17:06,2025-11-05 18:06,2025-11-06 01:04,closed,high,abuse report,phone,agt_012,dep_04,seg_04,21,1,25.01,31.97,2.9
tck_000780,2025-11-04 12:27,2025-11-05 02:13,2025-11-06 03:48,closed,medium,bug report,email,agt_017,dep_01,seg_03,48,0,13.78,39.36,3.9
tck_000781,2025-11-04 10:37,2025-11-05 04:56,2025-11-05 05:26,closed,medium,onboarding help,email,agt_018,dep_03,seg_03,48,0,18.33,18.83,4.7
tck_000782,2025-11-04 12:32,2025-11-05 06:03,2025-11-05 19:23,closed,medium,integration issue,phone,agt_015,dep_05,seg_03,48,0,17.53,30.86,5.0
tck_000783,2025-11-04 19:13,2025-11-05 14:04,2025-11-05 19:50,closed,low,login access,portal,agt_001,dep_01,seg_02,86,0,18.85,24.63,4.6
tck_000784,2025-11-04 14:55,2025-11-05 21:33,,in_progress,low,login access,phone,agt_002,dep_01,seg_03,96,1,30.65,5001.07,
tck_000785,2025-11-04 15:25,2025-11-04 17:31,2025-11-04 23:58,closed,high,bug report,chat,agt_004,dep_01,seg_04,21,0,2.11,8.56,5.0
tck_000786,2025-11-04 11:56,2025-11-05 05:16,2025-11-06 00:56,closed,medium,bug report,email,agt_004,dep_01,seg_04,57,0,17.34,37.01,4.4
tck_000787,2025-11-04 16:28,2025-11-05 03:02,2025-11-05 04:35,closed,medium,login access,chat,agt_002,dep_01,seg_01,36,0,10.57,12.13,5.0
tck_000788,2025-11-04 08:18,2025-11-05 03:44,2025-11-06 18:12,closed,medium,abuse report,portal,agt_012,dep_04,seg_02,43,1,19.44,57.92,3.5
tck_000789,2025-11-04 21:03,2025-11-05 19:27,2025-11-07 08:55,closed,low,login access,chat,agt_001,dep_01,seg_03,96,0,22.41,59.88,5.0
tck_000790,2025-11-04 09:40,2025-11-04 18:56,2025-11-06 13:59,closed,medium,integration issue,portal,agt_014,dep_05,seg_04,57,0,9.27,52.32,4.1
tck_000791,2025-11-04 22:29,2025-11-05 01:32,2025-11-05 05:24,closed,high,billing question,portal,agt_005,dep_02,seg_03,18,0,3.06,6.92,4.6
tck_000792,2025-11-04 08:29,2025-11-04 11:51,2025-11-04 16:48,closed,high,data export,email,agt_016,dep_05,seg_02,16,0,3.38,8.33,3.8
tck_000793,2025-11-04 15:08,2025-11-05 04:29,2025-11-05 04:59,resolved,medium,billing question,chat,agt_005,dep_02,seg_05,64,0,13.36,13.86,4.4
tck_000794,2025-11-05 08:06,2025-11-05 11:32,2025-11-06 00:18,closed,high,billing question,portal,agt_005,dep_02,seg_03,18,0,3.44,16.21,4.9
tck_000795,2025-11-05 09:47,2025-11-05 12:08,2025-11-06 02:28,closed,critical,integration issue,email,agt_015,dep_05,seg_01,6,1,2.36,16.69,2.4
tck_000796,2025-11-05 19:39,2025-11-05 23:06,2025-11-06 03:09,closed,high,billing question,phone,agt_005,dep_02,seg_01,13,0,3.45,7.52,4.7
tck_000797,2025-11-05 13:45,2025-11-05 22:18,2025-11-07 01:57,closed,medium,feature request,chat,agt_018,dep_03,seg_04,57,0,8.57,36.20,3.6
tck_000798,2025-11-05 22:44,2025-11-06 10:19,2025-11-06 11:50,closed,medium,billing question,chat,agt_006,dep_02,seg_01,36,0,11.59,13.11,5.0
tck_000799,2025-11-05 14:56,2025-11-06 09:29,2025-11-06 12:57,closed,low,billing question,social,agt_007,dep_02,seg_04,115,0,18.55,22.03,4.7
tck_000800,2025-11-05 10:50,2025-11-05 15:23,2025-11-05 19:01,closed,high,login access,email,agt_004,dep_01,seg_05,24,0,4.56,8.18,4.5
tck_000801,2025-11-05 12:27,2025-11-05 15:10,2025-11-05 23:39,resolved,high,billing question,email,agt_005,dep_02,seg_01,13,0,2.73,11.21,5.0
tck_000802,2025-11-05 11:44,2025-11-06 04:50,2025-11-06 05:20,closed,medium,login access,email,agt_003,dep_01,seg_02,43,0,17.10,17.60,4.5
tck_000803,2025-11-05 19:05,2025-11-06 08:55,2025-11-06 15:56,closed,medium,onboarding help,email,agt_018,dep_03,seg_03,48,0,13.85,20.86,4.8
tck_000804,2025-11-05 21:29,2025-11-06 13:23,2025-11-07 10:16,closed,medium,onboarding help,email,agt_010,dep_03,seg_04,57,0,15.91,36.80,5.0
tck_000805,2025-11-05 06:05,2025-11-05 06:44,2025-11-05 13:49,closed,critical,login access,portal,agt_001,dep_01,seg_01,6,1,0.66,7.74,2.9
tck_000806,2025-11-05 09:09,2025-11-07 10:30,2025-11-07 11:00,closed,low,feature request,email,agt_008,dep_03,seg_02,86,0,49.36,49.86,5.0
tck_000807,2025-11-05 10:27,2025-11-05 23:18,2025-11-10 23:05,closed,medium,bug report,portal,agt_003,dep_01,seg_03,48,1,12.86,132.65,2.5
tck_000808,2025-11-05 07:48,2025-11-06 00:31,2025-11-06 01:01,closed,medium,login access,portal,agt_017,dep_01,seg_03,48,0,16.73,17.23,4.0
tck_000809,2025-11-05 13:48,2025-11-05 19:26,2025-11-06 20:03,closed,high,bug report,portal,agt_003,dep_01,seg_03,18,1,5.64,30.25,2.5
tck_000810,2025-11-05 12:57,2025-11-05 23:13,2025-11-06 14:57,resolved,medium,billing question,phone,agt_007,dep_02,seg_05,64,0,10.28,26.01,4.6
tck_000811,2025-11-05 08:11,2025-11-05 17:30,2025-11-05 18:00,closed,medium,login access,phone,agt_017,dep_01,seg_03,48,0,9.32,9.82,4.4
tck_000812,2025-11-05 17:31,2025-11-06 20:05,2025-11-07 14:44,closed,low,bug report,chat,agt_003,dep_01,seg_03,96,0,26.58,45.23,4.6
tck_000813,2025-11-05 14:33,2025-11-05 20:42,2025-11-06 02:55,closed,medium,invoice dispute,portal,agt_006,dep_02,seg_02,43,0,6.15,12.38,4.8
tck_000814,2025-11-05 13:17,2025-11-05 18:45,2025-11-06 04:28,closed,high,invoice dispute,portal,agt_007,dep_02,seg_04,21,0,5.48,15.20,3.9
tck_000815,2025-11-05 18:20,2025-11-06 06:59,2025-11-07 12:35,closed,medium,onboarding help,email,agt_009,dep_03,seg_04,57,0,12.66,42.26,3.8
tck_000816,2025-11-05 09:49,2025-11-05 11:00,2025-11-05 16:27,closed,critical,abuse report,email,agt_012,dep_04,seg_03,8,0,1.19,6.64,4.3
tck_000817,2025-11-05 17:12,2025-11-06 11:32,2025-11-07 16:52,closed,medium,data export,phone,agt_014,dep_05,seg_02,43,1,18.33,47.67,3.7
tck_000818,2025-11-05 12:23,2025-11-06 09:43,2025-11-06 10:13,closed,low,bug report,email,agt_004,dep_01,seg_02,86,0,21.33,21.83,4.8
tck_000819,2025-11-05 10:01,2025-11-06 03:17,2025-11-06 03:47,closed,low,billing question,email,agt_006,dep_02,seg_03,96,0,17.28,17.78,4.6
tck_000820,2025-11-06 06:32,2025-11-06 13:10,2025-11-06 13:40,closed,high,invoice dispute,email,agt_007,dep_02,seg_03,18,0,6.65,7.15,4.9
tck_000821,2025-11-06 17:44,2025-11-09 03:00,2025-11-09 03:30,closed,low,integration issue,email,agt_014,dep_05,seg_03,96,0,57.28,57.78,5.0
tck_000822,2025-11-06 08:20,2025-11-06 20:27,2025-11-08 02:13,closed,low,billing question,social,agt_007,dep_02,seg_04,115,0,12.13,41.89,4.8
tck_000823,2025-11-06 11:05,2025-11-07 11:28,2025-11-08 07:13,closed,low,login access,email,agt_003,dep_01,seg_01,72,0,24.39,44.15,5.0
tck_000824,2025-11-06 10:12,2025-11-06 22:13,2025-11-07 07:06,closed,medium,bug report,phone,agt_004,dep_01,seg_02,43,0,12.02,20.90,4.4
tck_000825,2025-11-06 08:59,2025-11-06 15:29,2025-11-07 07:01,closed,high,invoice dispute,email,agt_005,dep_02,seg_02,16,1,6.51,22.03,3.7
tck_000826,2025-11-06 09:01,2025-11-06 17:49,2025-11-06 20:30,closed,medium,billing question,phone,agt_007,dep_02,seg_02,43,0,8.81,11.49,4.4
tck_000827,2025-11-06 14:50,2025-11-06 19:42,2025-11-07 21:06,resolved,medium,billing question,phone,agt_006,dep_02,seg_04,57,0,4.88,30.28,4.5
tck_000828,2025-11-06 16:23,2025-11-07 10:57,2025-11-10 07:21,resolved,low,data export,portal,agt_016,dep_05,seg_02,86,1,18.57,86.98,4.0
tck_000829,2025-11-06 19:11,2025-11-07 06:13,2025-11-07 06:43,closed,medium,login access,portal,agt_017,dep_01,seg_05,64,0,11.03,11.53,4.7
tck_000830,2025-11-06 14:02,2025-11-07 01:53,2025-11-07 02:23,closed,medium,login access,chat,agt_017,dep_01,seg_04,57,0,11.87,12.37,4.8
tck_000831,2025-11-06 14:44,2025-11-06 15:44,2025-11-06 20:11,closed,critical,feature request,chat,agt_018,dep_03,seg_01,6,0,1.01,5.46,4.9
tck_000832,2025-11-06 14:23,2025-11-07 02:27,2025-11-07 02:57,closed,medium,onboarding help,portal,agt_009,dep_03,seg_02,43,0,12.07,12.57,5.0
tck_000833,2025-11-06 19:41,2025-11-06 21:04,,pending,critical,integration issue,email,agt_014,dep_05,seg_01,6,1,1.38,4948.30,
tck_000834,2025-11-06 14:52,2025-11-06 20:58,2025-11-07 09:42,closed,medium,login access,portal,agt_017,dep_01,seg_03,48,0,6.10,18.84,3.9
tck_000835,2025-11-06 11:59,2025-11-06 15:53,2025-11-07 02:34,closed,high,invoice dispute,email,agt_007,dep_02,seg_03,18,0,3.91,14.58,4.3
tck_000836,2025-11-06 16:57,2025-11-07 15:42,2025-11-07 16:12,resolved,medium,bug report,portal,agt_004,dep_01,seg_01,36,0,22.75,23.25,4.7
tck_000837,2025-11-06 08:11,2025-11-08 03:05,2025-11-08 03:35,resolved,low,billing question,email,agt_005,dep_02,seg_04,115,0,42.90,43.40,5.0
tck_000838,2025-11-06 12:37,2025-11-08 09:26,2025-11-09 06:08,closed,medium,integration issue,chat,agt_014,dep_05,seg_02,43,1,44.82,65.53,3.4
tck_000839,2025-11-06 14:22,2025-11-07 19:41,2025-11-07 20:11,closed,medium,feature request,email,agt_010,dep_03,seg_03,48,0,29.32,29.82,4.8
tck_000840,2025-11-06 06:19,2025-11-07 04:08,2025-11-08 00:33,closed,medium,abuse report,email,agt_013,dep_04,seg_04,57,0,21.83,42.23,4.1
tck_000841,2025-11-06 11:59,2025-11-07 07:17,2025-11-07 21:31,closed,medium,abuse report,chat,agt_012,dep_04,seg_03,48,0,19.31,33.55,4.3
tck_000842,2025-11-06 08:53,2025-11-07 01:29,2025-11-07 20:55,closed,low,bug report,email,agt_001,dep_01,seg_02,86,0,16.60,36.04,4.9
tck_000843,2025-11-06 12:44,2025-11-07 00:18,2025-11-07 04:04,closed,medium,bug report,phone,agt_001,dep_01,seg_03,48,0,11.57,15.34,5.0
tck_000844,2025-11-06 12:44,2025-11-07 00:22,2025-11-07 09:33,resolved,medium,feature request,chat,agt_008,dep_03,seg_03,48,0,11.64,20.82,4.8
tck_000845,2025-11-06 14:30,2025-11-07 05:05,2025-11-07 20:47,closed,low,login access,portal,agt_003,dep_01,seg_02,86,0,14.60,30.29,4.7
tck_000846,2025-11-06 14:00,2025-11-06 22:14,2025-11-07 08:45,closed,low,login access,email,agt_004,dep_01,seg_04,115,0,8.24,18.76,4.5
tck_000847,2025-11-06 08:08,2025-11-06 21:23,2025-11-07 11:47,closed,medium,login access,chat,agt_017,dep_01,seg_03,48,0,13.26,27.66,4.3
tck_000848,2025-11-06 10:03,2025-11-06 14:11,2025-11-06 17:04,closed,high,bug report,chat,agt_001,dep_01,seg_04,21,0,4.14,7.02,4.8
tck_000849,2025-11-06 15:15,2025-11-06 16:14,,open,critical,billing question,chat,agt_007,dep_02,seg_03,8,1,0.99,4952.73,
tck_000850,2025-11-07 10:41,2025-11-07 13:41,2025-11-07 20:20,closed,high,onboarding help,email,agt_009,dep_03,seg_04,21,0,3.02,9.66,4.1
tck_000851,2025-11-07 12:05,2025-11-07 16:32,2025-11-08 01:48,closed,high,onboarding help,portal,agt_009,dep_03,seg_03,18,0,4.46,13.72,5.0
tck_000852,2025-11-07 12:16,2025-11-07 22:26,2025-11-07 22:56,closed,medium,billing question,phone,agt_006,dep_02,seg_02,43,0,10.18,10.68,4.7
tck_000853,2025-11-07 08:46,2025-11-08 12:46,2025-11-08 13:16,closed,medium,onboarding help,chat,agt_009,dep_03,seg_02,43,0,28.01,28.51,4.5
tck_000854,2025-11-07 12:21,2025-11-07 17:39,2025-11-08 09:37,closed,medium,onboarding help,portal,agt_018,dep_03,seg_02,43,0,5.30,21.28,5.0
tck_000855,2025-11-07 11:51,2025-11-07 21:52,2025-11-08 03:10,closed,medium,billing question,email,agt_005,dep_02,seg_02,43,0,10.03,15.32,4.9
tck_000856,2025-11-07 14:36,2025-11-08 06:30,2025-11-10 09:44,closed,medium,integration issue,chat,agt_014,dep_05,seg_02,43,1,15.91,67.15,3.4
tck_000857,2025-11-07 07:54,2025-11-07 11:14,2025-11-08 11:54,closed,high,login access,email,agt_003,dep_01,seg_05,24,1,3.35,28.02,3.1
tck_000858,2025-11-07 09:06,2025-11-08 06:48,2025-11-08 16:13,closed,medium,bug report,chat,agt_002,dep_01,seg_03,48,0,21.71,31.13,4.6
tck_000859,2025-11-07 03:32,2025-11-08 03:29,2025-11-08 18:24,closed,medium,bug report,phone,agt_002,dep_01,seg_03,48,0,23.96,38.88,4.4
tck_000860,2025-11-07 16:57,2025-11-08 01:09,2025-11-09 01:06,closed,medium,bug report,chat,agt_002,dep_01,seg_02,43,0,8.20,32.16,4.5
tck_000861,2025-11-07 19:05,2025-11-08 09:27,2025-11-09 03:01,closed,medium,integration issue,chat,agt_015,dep_05,seg_02,43,0,14.38,31.95,4.3
tck_000862,2025-11-07 16:05,2025-11-07 20:00,2025-11-08 03:30,closed,high,billing question,social,agt_005,dep_02,seg_04,21,0,3.92,11.42,4.6
tck_000863,2025-11-07 13:14,2025-11-10 03:09,2025-11-10 03:39,resolved,low,feature request,email,agt_009,dep_03,seg_04,115,0,61.92,62.42,4.8
tck_000864,2025-11-07 20:38,2025-11-08 15:14,2025-11-08 23:07,closed,medium,bug report,email,agt_001,dep_01,seg_03,48,0,18.60,26.49,4.6
tck_000865,2025-11-07 03:32,2025-11-09 12:34,2025-11-09 13:04,closed,low,bug report,portal,agt_003,dep_01,seg_04,115,0,57.04,57.54,4.4
tck_000866,2025-11-07 08:15,2025-11-07 14:38,2025-11-08 00:20,closed,medium,feature request,email,agt_008,dep_03,seg_02,43,0,6.40,16.09,4.8
tck_000867,2025-11-07 14:53,2025-11-08 17:31,2025-11-08 18:01,closed,medium,feature request,chat,agt_018,dep_03,seg_03,48,0,26.65,27.15,4.2
tck_000868,2025-11-07 12:24,2025-11-08 02:14,2025-11-08 02:44,closed,medium,bug report,email,agt_004,dep_01,seg_02,43,0,13.84,14.34,4.3
tck_000869,2025-11-07 12:31,2025-11-07 22:53,2025-11-08 15:23,resolved,medium,invoice dispute,email,agt_005,dep_02,seg_02,43,0,10.38,26.87,4.4
tck_000870,2025-11-07 12:24,2025-11-07 15:30,,in_progress,high,abuse report,email,agt_011,dep_04,seg_05,24,1,3.11,4931.58,
tck_000871,2025-11-07 08:47,2025-11-07 21:15,2025-11-08 03:07,closed,medium,login access,chat,agt_001,dep_01,seg_02,43,0,12.48,18.34,4.3
tck_000872,2025-11-07 12:32,2025-11-07 22:48,2025-11-09 22:26,closed,high,integration issue,phone,agt_016,dep_05,seg_03,18,1,10.28,57.91,2.6
tck_000873,2025-11-07 11:02,2025-11-08 03:59,2025-11-11 03:12,resolved,low,bug report,email,agt_002,dep_01,seg_04,115,0,16.96,88.17,4.7
tck_000874,2025-11-07 22:59,2025-11-09 08:44,2025-11-12 03:56,closed,low,feature request,email,agt_009,dep_03,seg_03,96,1,33.75,100.95,4.6
tck_000875,2025-11-07 17:21,2025-11-07 18:32,2025-11-07 20:03,closed,critical,feature request,chat,agt_018,dep_03,seg_02,7,0,1.19,2.71,4.7
tck_000876,2025-11-08 12:46,2025-11-10 14:03,2025-11-10 14:33,closed,low,bug report,email,agt_003,dep_01,seg_03,96,0,49.30,49.80,4.8
tck_000877,2025-11-08 11:36,2025-11-08 16:39,2025-11-09 00:24,closed,high,abuse report,chat,agt_012,dep_04,seg_03,18,0,5.05,12.81,5.0
